Date,Close,High,Low,Open,Volume,Ticker
1986-03-13,0.0597070418298244,0.0623729836708698,0.0543763844171961,0.0543763844171961,1031788800,MSFT
1986-03-14,0.0618392676115036,0.0629060115873373,0.0597070059285612,0.0597070059285612,308160000,MSFT
1986-03-17,0.0629060640931129,0.0634391299587823,0.0618393192268997,0.0618393192268997,133171200,MSFT
1986-03-18,0.0613062232732772,0.0634390988240537,0.0607731576692265,0.062906033220003,67766400,MSFT
1986-03-19,0.0602401047945022,0.0618393019445805,0.0597070390778094,0.0613062362278878,47894400,MSFT
1986-03-20,0.0586408898234367,0.0602400864875186,0.0581078242687427,0.0602400864875186,58435200,MSFT
1986-03-21,0.0570417009294033,0.0597070290659361,0.0559755696747901,0.0586408978113229,59990400,MSFT
1986-03-24,0.0554424971342086,0.0570416938167202,0.0549094315733715,0.0570416938167202,65289600,MSFT
1986-03-25,0.056508645415306,0.056508645415306,0.0549094482471821,0.0554425139698901,32083200,MSFT
1986-03-26,0.0581078082323074,0.0586408736398874,0.0559755466019873,0.0565086120095673,22752000,MSFT
1986-03-27,0.0591739453375339,0.0591739453375339,0.0581078144090464,0.0581078144090464,16848000,MSFT
1986-03-31,0.0586408898234367,0.0591739553781307,0.0575747587140487,0.0591739553781307,12873600,MSFT
1986-04-01,0.0581078082323074,0.0586408736398874,0.0581078082323074,0.0586408736398874,11088000,MSFT
1986-04-02,0.0586408898234367,0.0597070209328246,0.0581078242687427,0.0581078242687427,27014400,MSFT
1986-04-03,0.0591739453375339,0.0607731417302652,0.0591739453375339,0.0591739453375339,23040000,MSFT
1986-04-04,0.0591739453375339,0.0597070108017777,0.0591739453375339,0.0591739453375339,26582400,MSFT
1986-04-07,0.0581078082323074,0.0597070044550475,0.0570416774171473,0.0591739390474674,16560000,MSFT
1986-04-08,0.0586408898234367,0.0597070209328246,0.0581078242687427,0.0581078242687427,10252800,MSFT
1986-04-09,0.0597070418298244,0.0602401075710872,0.0586409103472988,0.0586409103472988,12153600,MSFT
1986-04-10,0.0602401047945022,0.060773170511195,0.0586409076444239,0.0597070390778094,13881600,MSFT
1986-04-11,0.0613062232732772,0.0623729676159522,0.0607731576692265,0.0607731576692265,17222400,MSFT
