Date,Close,High,Low,Open,Volume,Ticker
1980-12-12,0.0987259373068809,0.0991551566914331,0.0987259373068809,0.0987259373068809,469033600,AAPL
1980-12-15,0.0935753136873245,0.0940045329291232,0.0935753136873245,0.0940045329291232,175884800,AAPL
1980-12-16,0.0867071151733398,0.0871363288398656,0.0867071151733398,0.0871363288398656,105728000,AAPL
1980-12-17,0.0888531804084777,0.0892823997356965,0.0888531804084777,0.0888531804084777,86441600,AAPL
1980-12-18,0.0914292559027671,0.0918584695132131,0.0914292559027671,0.0914292559027671,73449600,AAPL
1980-12-19,0.0970090478658676,0.0974382671470413,0.0970090478658676,0.0970090478658676,48630400,AAPL
1980-12-22,0.1017304584383964,0.1021604457671997,0.1017304584383964,0.1017304584383964,37363200,AAPL
1980-12-23,0.1060233861207962,0.1064526054938809,0.1060233861207962,0.1060233861207962,46950400,AAPL
1980-12-24,0.1116032153367996,0.112032434755082,0.1116032153367996,0.1116032153367996,48003200,AAPL
1980-12-26,0.1219051480293273,0.1223343673330692,0.1219051480293273,0.1219051480293273,55574400,AAPL
1980-12-29,0.1236220598220825,0.1240512792856761,0.1236220598220825,0.1236220598220825,93161600,AAPL
1980-12-30,0.1206175163388252,0.1210467242330369,0.1206175163388252,0.1210467242330369,68880000,AAPL
1980-12-31,0.1171837300062179,0.1176129491631989,0.1171837300062179,0.1176129491631989,35750400,AAPL
1981-01-02,0.1184713989496231,0.1193298374297674,0.1184713989496231,0.1184713989496231,21660800,AAPL
1981-01-05,0.1158960983157157,0.1163253060636794,0.1158960983157157,0.1163253060636794,35728000,AAPL
1981-01-06,0.1107447370886802,0.1111739563542132,0.1107447370886802,0.1111739563542132,45158400,AAPL
1981-01-07,0.1060233861207962,0.1064526054938809,0.1060233861207962,0.1064526054938809,55686400,AAPL
1981-01-08,0.103877268731594,0.104306476463108,0.103877268731594,0.104306476463108,39827200,AAPL
1981-01-09,0.1094571352005004,0.1098863546403231,0.1094571352005004,0.1094571352005004,21504000,AAPL
1981-01-12,0.1085987016558647,0.1094571290250269,0.1085987016558647,0.1094571290250269,23699200,AAPL
1981-01-13,0.104735679924488,0.1051648990535746,0.104735679924488,0.1051648990535746,23049600,AAPL
1981-01-14,0.1051649376749992,0.1055941569617149,0.1051649376749992,0.1051649376749992,14291200,AAPL
1981-01-15,0.1073110401630401,0.1081694674145462,0.1073110401630401,0.1073110401630401,14067200,AAPL
1981-01-16,0.1064525917172432,0.1068818110347802,0.1064525917172432,0.1068818110347802,13395200,AAPL
1981-01-19,0.1128908768296241,0.1133200963037972,0.1128908768296241,0.1128908768296241,41574400,AAPL
1981-01-20,0.1094571352005004,0.1098863546403231,0.1094571352005004,0.1098863546403231,30083200,AAPL
1981-01-21,0.1116032153367996,0.1124616427113136,0.1116032153367996,0.1116032153367996,15904000,AAPL
1981-01-22,0.1128908768296241,0.1137493157779702,0.1128908768296241,0.1128908768296241,35548800,AAPL
1981-01-23,0.112461619079113,0.1133200577352893,0.112461619079113,0.1128908384072011,11222400,AAPL
1981-01-26,0.1107447370886802,0.1111739563542132,0.1107447370886802,0.1111739563542132,24640000,AAPL
1981-01-27,0.1098863631486892,0.1107447906327501,0.1098863631486892,0.1107447906327501,23699200,AAPL
1981-01-28,0.1064525917172432,0.1068818110347802,0.1064525917172432,0.1068818110347802,28156800,AAPL
1981-01-29,0.1025896370410919,0.1030188563429712,0.1025896370410919,0.1030188563429712,43904000,AAPL
1981-01-30,0.0970090478658676,0.097867486428215,0.0970090478658676,0.097867486428215,46188800,AAPL
1981-02-02,0.0914292559027671,0.0918584695132131,0.0914292559027671,0.0918584695132131,23766400,AAPL
1981-02-03,0.0948629677295684,0.0952921812496098,0.0948629677295684,0.0948629677295684,19152000,AAPL
1981-02-04,0.0982967168092727,0.0987259246768664,0.0982967168092727,0.0982967168092727,27865600,AAPL
1981-02-05,0.0982967168092727,0.0991551440065085,0.0982967168092727,0.0982967168092727,7929600,AAPL
1981-02-06,0.0987259373068809,0.0991551566914331,0.0987259373068809,0.0987259373068809,13865600,AAPL
1981-02-09,0.0935753136873245,0.0944337464398987,0.0935753136873245,0.0944337464398987,16755200,AAPL
1981-02-10,0.0935753136873245,0.0940045329291232,0.0935753136873245,0.0935753136873245,18345600,AAPL
1981-02-11,0.0905708447098732,0.0910000584234348,0.0905708447098732,0.0910000584234348,13843200,AAPL
1981-02-12,0.0897115916013717,0.0901415787816804,0.0897115916013717,0.0901415787816804,14560000,AAPL
1981-02-13,0.0875655338168144,0.0884239667395213,0.0875655338168144,0.0884239667395213,11155200,AAPL
1981-02-17,0.0897115916013717,0.0901415787816804,0.0897115916013717,0.0897115916013717,12275200,AAPL
