Date,Real,Predicho
2025-03-17,214.00000846262458,204.32212000581617
2025-03-18,212.68999210122576,204.11088004357393
2025-03-19,215.24001051209356,203.68415184873763
2025-03-20,214.0999953780859,203.49143058985194
2025-03-21,218.2700130593896,203.10199798390488
2025-03-24,220.7299963041284,203.15166284613872
2025-03-25,223.75000015987834,203.03048152113243
2025-03-26,221.53000898335367,203.22233434906224
2025-03-27,223.85001054644658,203.33229648496277
2025-03-28,217.89999105886193,203.50370597876892
2025-03-31,222.13000088944244,203.66535149209807
2025-04-01,223.19000301997409,203.91531878075142
2025-04-02,223.8900053126311,204.0792409914514
2025-04-03,203.18999116373226,204.2927341799576
2025-04-04,188.38000435314126,203.86274350126
2025-04-07,181.4600061656005,203.01196281777584
2025-04-08,172.42000371699646,202.13027068648358
2025-04-09,198.84999572614427,200.44462273000417
2025-04-10,190.4199956107286,199.3007113922485
2025-04-11,198.14999343348725,197.99454429238386
2025-04-14,202.52000841682053,197.8754988381069
2025-04-15,202.13998772474673,197.9906246175289
2025-04-16,194.2700082203422,198.04749510958592
2025-04-17,196.9800056959481,197.63668032523856
2025-04-21,193.16000089652638,197.388168245214
2025-04-22,199.73999662928475,197.18551870810293
2025-04-23,204.5999944405924,197.12904722486348
2025-04-24,208.36999404673003,197.29747588809133
2025-04-25,209.27999233296276,197.62672857590624
2025-04-28,210.13999716146483,198.02233408297218
2025-04-29,211.20999798354265,198.8855544531217
2025-04-30,212.4999934907423,199.934783345579
2025-05-01,213.32000355305982,200.43096254577918
2025-05-02,205.350013662087,201.6435503423705
2025-05-05,198.8899904923288,201.57975587377334
2025-05-06,198.50999327136188,201.6239754392027
2025-05-07,196.24999559309927,201.68000097141075
2025-05-08,197.49000937812167,201.81857438664167
2025-05-09,198.52999065445417,201.7730639103319
2025-05-12,210.78998252528427,201.92130742161214
2025-05-13,212.92998416943988,202.34881016297666
2025-05-14,212.3299922633511,202.9354000670165
2025-05-15,211.44999005175677,203.38848631491922
2025-05-16,211.2599914412733,203.7299909205442
2025-05-19,208.77998734233535,203.43172009385813
2025-05-20,206.86000385440852,202.9325835341866
2025-05-21,202.08999426701604,202.2119736096575
2025-05-22,201.35999589972064,200.9232455422313
2025-05-23,195.27000646604358,200.8485370089183
2025-05-27,200.21000554527376,200.07244138764023
2025-05-28,200.42000153884948,200.076126351426
2025-05-29,199.94999262286046,200.5005074355707
