Date,Close,High,Low,Open,Volume,retorno_simple,retorno_log,SMA_20,SMA_50,RSI_14,MACD,MACD_signal,Pred
1986-08-18,0.0645051971077919,0.0655713277717252,0.0645051971077919,0.0653047973935563,12787200,-0.0122444057453536,-0.0123199860725104,0.0626258894801139,0.0639453210681676,54.34740603011449,2.0024929098749755e-05,-0.0006105877777128,0.3506810321030886
1986-08-19,0.0645051971077919,0.0647717320615896,0.0634390664438585,0.0645051971077919,20390400,0.0,0.0,0.06257258169353,0.0638387075811624,65.79135327975933,0.0001494269186242,-0.0004585848384454,0.3485788872893016
1986-08-20,0.0639721453189849,0.0645052107638037,0.0639721453189849,0.0645052107638037,20764800,-0.0082637029682467,-0.008298036641304,0.06257258169353,0.063721433058381,65.7914742666733,0.0002065847230641,-0.0003255509261435,0.344167847865713
1986-08-21,0.0639721453189849,0.0650382762086225,0.0639721453189849,0.0639721453189849,49536000,0.0,0.0,0.0624659679830073,0.0636041585355996,69.44619575007286,0.0002490122368212,-0.0002106382935505,0.3477107361280612
1986-08-22,0.0629060640931129,0.0645052616901212,0.0618393192268997,0.0639721958244518,5760000,-0.0166647721528828,-0.0168051916940502,0.0622793965041636,0.0635188683122395,62.50227985031616,0.0001943719035206,-0.0001296362541363,0.3462252581705128
1986-08-25,0.0629060640931129,0.0629060640931129,0.0618393192268997,0.0629060640931129,2419200,0.0,0.0,0.0621727861464023,0.0634335780888795,65.79166784666224,0.0001493474611509,-7.383951107888744e-05,0.3493314546612516
1986-08-26,0.0623729825019836,0.0629060482332566,0.0623729825019836,0.0629060482332566,10857600,-0.0084742480524649,-0.0085103586439537,0.0621194820851087,0.0633482878655194,65.79176463708384,6.984490830798384e-05,-4.510262720151319e-05,0.3470979817736623
1986-08-27,0.0623729825019836,0.0629060482332566,0.0618393036359908,0.0623729825019836,9532800,0.0,0.0,0.062172820046544,0.0632416752725839,69.44657319820085,6.760630059970962e-06,-3.472997574921636e-05,0.3511730645633714
1986-08-28,0.0623729825019836,0.0629060482332566,0.0623729825019836,0.0623729825019836,3427200,0.0,0.0,0.0622528115287422,0.0631457234174012,67.6494635085959,-4.274141848259472e-05,-3.633226429589203e-05,0.3494950255212996
1986-08-29,0.0607731528580188,0.0629060282399427,0.0597070217343194,0.0623729626780929,25430400,-0.025649401067424,-0.0259840822725613,0.062279463931918,0.0630284366011619,46.87541351449441,-0.0002086597310361,-7.079775764393772e-05,0.3523790107629703
1986-09-02,0.0591739453375339,0.0607731417302652,0.0583743448533533,0.0607731417302652,5212800,-0.0263143747736939,-0.0266667941480916,0.0622261559590696,0.0628738350421189,28.12260198379396,-0.0004638469321804,-0.0001494075925512,0.3553844249774027
1986-09-03,0.0575747564435005,0.0586408875108439,0.0559755598424853,0.0586408875108439,18316800,-0.0270252200510119,-0.0273971170200456,0.0621195416897534,0.0626712579280137,19.44340056276468,-0.0007860645436302,-0.000276738982767,0.3501081569843095
1986-09-04,0.0623729825019836,0.0623729825019836,0.0586409092483526,0.0586409092483526,39427200,0.0833390595962262,0.0800479934406986,0.0622794935479759,0.0625753060728311,39.58450887530524,-0.0006467917668116,-0.0003507495395759,0.3475482965938464
1986-09-05,0.0650382712483406,0.0650382712483406,0.0618392656890166,0.0623729442275235,26352000,0.0427314622364296,0.0418436761727384,0.0625993626192211,0.0625539831072091,49.12283798872837,-0.0003176884460413,-0.000344137320869,0.3451120335506587
1986-09-08,0.0645051971077919,0.0655713277717252,0.0645051971077919,0.0650382624397585,9619200,-0.0081963147284962,-0.0082300891934304,0.062865925207734,0.0625646441429852,50.0,-9.874801566923248e-05,-0.000295059459829,0.3662832409456966
1986-09-09,0.0655713528394699,0.0671705494467383,0.0645052217679576,0.0645052217679576,37526400,0.0165282144614857,0.0163931101806331,0.0630791816860437,0.0626072899252175,53.333156306645584,0.0001589613031399,-0.0002042553072352,0.3616568725051918
1986-09-10,0.0645051971077919,0.0661043931036919,0.0645051971077919,0.0655713277717252,10886400,-0.0162594743818711,-0.0163931101806331,0.0631591383367776,0.062585966810584,51.61273889025917,0.0002740093287039,-0.0001086023800474,0.3546602350284352
1986-09-11,0.0618392676115036,0.0650382732702797,0.0618392676115036,0.0645052078495441,35654400,-0.0413289101625932,-0.0422072349422689,0.06307914853096,0.0625113251060247,44.44337902805058,0.0001483573167928,-5.721044067939242e-05,0.3588616020642735
1986-09-12,0.0602401047945022,0.0623729807959764,0.0602401047945022,0.0618393019445805,24451200,-0.0258599895950888,-0.0262002378213492,0.0628392402082681,0.0624047001451253,43.242284658836574,-7.934721716372495e-05,-6.163779597625894e-05,0.3539144084729079
