Date,Close,High,Low,Open,Volume,retorno_simple,retorno_log,SMA_20,SMA_50,RSI_14,MACD,MACD_signal,Pred
2018-02-26,869.3150024414062,880.3920288085938,842.3189697265625,845.2780151367188,2044480000,0.0290065280401856,0.0285938008941658,873.5721954345703,1002.670440673828,50.06648329148486,-27.19019535540258,-27.57124979332932,838.402985950459
2018-02-27,878.2650146484375,896.2589721679688,867.0969848632812,870.364990234375,2053980032,0.0102954765325524,0.0102428390907912,879.632046508789,997.2651403808594,53.72722276494622,-24.75006542649112,-27.00701291996168,860.2542232527163
2018-02-28,855.198974609375,890.1079711914062,855.1240234375,877.9340209960938,1963980032,-0.0262631889627251,-0.0266142263949145,881.5016448974609,988.3743200683592,41.18014569524952,-24.39625667702433,-26.48486167137421,868.298324579261
2018-03-01,872.2000122070312,880.302001953125,851.9199829101562,856.0120239257812,1868519936,0.0198796281361559,0.0196846087010396,880.9183959960938,980.7019213867188,41.719421101482645,-22.48482794327549,-25.68485492575447,842.6405188762545
2018-03-02,856.85302734375,876.3779907226562,852.4219970703125,871.7639770507812,1894419968,-0.0175957173222767,-0.0177523621955412,880.7402984619141,974.740380859375,39.05972744273976,-21.95529336383913,-24.938942613371403,856.4760819228864
2018-03-03,857.2249755859375,868.4539794921875,855.2069702148438,856.7109985351562,1699369984,0.0004340863955869,0.0004339922073437,882.8685485839844,966.4208813476564,34.191748817389495,-21.260541986113708,-24.203262487919865,838.7382861009872
2018-03-04,866.677978515625,867.9500122070312,840.280029296875,856.1859741210938,1697939968,0.0110274469350664,0.0109670879735512,882.7670989990235,955.8260400390624,41.29968448171773,-19.71985002357769,-23.306579995051436,837.0063873816324
2018-03-05,853.6840209960938,869.9199829101562,853.52001953125,866.8460083007812,1898489984,-0.014992832218705,-0.0151063609012001,883.1884002685547,945.5643200683594,35.99765958749376,-19.324582561341455,-22.51018050830944,844.6385177717179
2018-03-06,816.9509887695312,853.8170166015625,809.9310302734375,853.8170166015625,1943069952,-0.0430288389182941,-0.0439820226941034,877.8579010009765,936.0649389648438,37.362217976075,-21.72494729063908,-22.35313386477537,830.6989964835515
2018-03-07,752.8309936523438,825.6069946289062,726.5469970703125,816.27099609375,2175419904,-0.0784869545402757,-0.0817383452066222,868.6506500244141,930.0477600097656,35.23618694584982,-28.472982546124967,-23.57710360104529,798.1404401749957
2018-03-08,704.5960083007812,773.7670288085938,696.1690063476562,752.5700073242188,1891640064,-0.0640714659176709,-0.0662161578956879,856.6699493408203,923.8546801757813,34.08520322705289,-37.28323142053489,-26.31832916494321,744.9054000183089
2018-03-09,728.916015625,729.156005859375,648.1069946289062,702.197021484375,2233019904,0.0345162434043153,0.0339339197760002,844.4100006103515,917.7073999023436,28.3953796816966,-41.82091036555608,-29.418845405065788,706.2133074592082
2018-03-10,686.8900146484375,748.031005859375,682.6950073242188,730.1599731445312,1532960000,-0.0576554775525515,-0.0593843361883294,832.5584503173828,910.6632006835938,26.823004912028424,-48.2519818634546,-33.18547269674355,722.3428528234559
2018-03-11,723.3389892578125,735.8309936523438,668.1229858398438,685.31201171875,1562680064,0.0530637712473229,0.0517037928065014,821.5321502685547,902.0269799804688,33.294732846635924,-49.83307999851377,-36.5149941570976,678.4079600065941
2018-03-12,699.8309936523438,742.5139770507812,683.2680053710938,724.406005859375,1764999936,-0.0324992789751169,-0.0330391088331207,811.7551513671875,895.0320007324219,26.627664882503097,-52.37921545179097,-39.68783841603627,709.2847606696655
2018-03-13,690.8270263671875,713.7349853515625,682.3499755859375,698.1530151367188,1425959936,-0.01286591672393,-0.0129493994581448,803.7979522705078,888.7833410644531,24.15560510703389,-54.49540198121679,-42.64935112907238,680.7705724909722
2018-03-14,614.291015625,702.7839965820312,594.0999755859375,691.218994140625,1810560000,-0.110788964271799,-0.1174206861186811,793.8702545166016,881.3445812988281,21.05152912833553,-61.63778941269402,-46.44703878579671,670.3088405851081
2018-03-15,611.3040161132812,620.6160278320312,579.5050048828125,614.8389892578125,1770460032,-0.0048625153807266,-0.0048743758721418,781.2260040283203,872.3950610351562,17.557017260238794,-66.76953121421411,-50.511537271480194,601.3996580065358
2018-03-16,601.666015625,623.1680297851562,587.8619995117188,611.7780151367188,1417350016,-0.0157662966940089,-0.0158919067695947,769.2835540771484,863.3077807617187,17.809890847318357,-70.79806364792648,-54.56884254676945,596.0684109379197
2018-03-17,552.7789916992188,609.1510009765625,549.0960083007812,601.677978515625,1267810048,-0.081252759265451,-0.084744231741724,754.6820037841796,853.2599597167969,15.784124656660907,-77.04732528496663,-59.06453909440889,584.7696948949739
2018-03-18,538.6439819335938,551.6400146484375,460.0880126953125,551.6400146484375,2685499904,-0.0255708157833107,-0.025903431513727,738.1484527587891,841.8914404296875,13.517075636316932,-82.19301737181468,-63.69023474989005,539.750901289395
2018-03-19,556.7260131835938,558.0999755859375,519.1229858398438,546.6259765625,2046790016,0.033569541026134,0.0330183847905213,722.0715026855469,828.1057604980468,17.342851197787652,-83.84542870912503,-67.72127354173705,524.5585945539891
2018-03-20,557.1749877929688,567.0900268554688,521.2039794921875,556.7219848632812,1833680000,0.0008064552378423,0.0008061302275428,707.1703033447266,815.602060546875,18.9542402612408,-84.14873387682132,-71.00676560875391,539.7436837257318
2018-03-21,561.7319946289062,589.6069946289062,550.572021484375,559.0999755859375,1781270016,0.0081787713658654,0.0081455064695748,691.6469024658203,805.4141003417968,23.370668667984845,-83.06388428765592,-73.41818934453431,539.1978079897318
2018-03-22,539.7020263671875,577.5659790039062,523.0889892578125,562.10302734375,1523459968,-0.0392179339477934,-0.0400076740314859,675.7893524169922,793.8419396972656,25.211961796504568,-83.0247103194423,-75.33949353951591,544.1576670895037
2018-03-23,539.6190185546875,540.4869995117188,512.1270141601562,539.864013671875,1596349952,-0.000153803040279,-0.0001538148691795,659.9090545654296,783.8985192871094,19.306936376141792,-82.05448962489368,-76.68249275659147,523.5706746996
2018-03-24,526.4390258789062,545.3820190429688,526.0800170898438,542.572021484375,1300009984,-0.0244246259353172,-0.0247278547950708,642.8971069335937,776.1116003417969,21.299345355421067,-81.41064673435653,-77.62812355214449,522.4601512308797
2018-03-25,524.2869873046875,535.8209838867188,515.6589965820312,522.7030029296875,1151170048,-0.004087916108852,-0.004096294479087,626.4272552490235,767.3169604492188,9.414915964295034,-80.15012735613129,-78.13252431294185,510.5023893199344
2018-03-26,489.9509887695313,526.3790283203125,470.4400024414063,524.2869873046875,1638880000,-0.0654908463619791,-0.0677338569092159,610.0772552490234,760.4223400878906,9.016781471874438,-80.9882031981482,-78.70366008998312,507.26930067059885
