Date,Close,Pred,High,Low,Open,Volume,Ticker,retorno_simple,retorno_log,SMA_20,SMA_50,RSI_14,MACD,MACD_signal,sma_diff
2023-06-21,15.482897758483888,15.578948,15.636480581734377,15.223730062627778,15.348514847823283,13746400,GOLD,0.0049844396047806,0.0049720584108587,16.252822828292846,17.52327745437622,36.74918595364107,-0.4978591092958027,-0.4634957181683702,-1.2704546260833744
2023-06-22,15.751667022705078,15.659376,15.770865106429907,15.262126872702156,15.377313544221092,22292400,GOLD,0.0173591060545443,0.0172101580385949,16.193524885177613,17.467686862945556,29.52755566716497,-0.4841208853430174,-0.4676207516032997,-1.2741619777679425
2023-06-23,15.79965877532959,15.921016,15.962838808538589,15.665275864744478,15.847653979702734,19954200,GOLD,0.0030467729260232,0.0030421409194551,16.14950876235962,17.409048347473146,32.65299915448233,-0.4640118705228602,-0.4668989753872118,-1.2595395851135258
2023-06-26,15.90524673461914,15.976714,16.135618228052472,15.665276200105684,15.799659113567657,16119300,GOLD,0.0066829265613268,0.0066606948014615,16.1293794631958,17.344506072998048,37.295032904675374,-0.4345460887059325,-0.460428398050956,-1.2151266098022475
2023-06-27,15.991637229919434,16.087744,16.030033396536282,15.598085676246685,15.914846727515725,15073900,GOLD,0.0054315721561399,0.0054168743654831,16.118340921401977,17.288943729400636,40.48586627515259,-0.3996167205495631,-0.4482660625506774,-1.1706028079986588
2023-06-28,15.93404483795166,16.172989,15.943643879622217,15.742067666200557,15.809259127064443,16191800,GOLD,-0.00360140685658,-0.0036079075346709,16.109701919555665,17.2379549407959,42.01681408947058,-0.3722906346518329,-0.4330709769709085,-1.1282530212402335
2023-06-29,15.96284008026123,16.115435,15.991637205179316,15.60768469375478,15.722869531767149,14737200,GOLD,0.0018071520823756,0.0018055211476537,16.097703599929808,17.186587810516357,38.392898724862825,-0.3443416234120882,-0.4153251062591445,-1.0888842105865493
2023-06-30,16.250808715820312,16.141695,16.250808715820312,15.934047608926363,16.020437168154743,12247700,GOLD,0.0180399373865285,0.0178791485832943,16.072746801376343,17.144415340423585,48.53564486332519,-0.2955482719014526,-0.3913697393876061,-1.0716685390472414
2023-07-03,16.404388427734375,16.421434,16.5099760651471,16.222010280611528,16.298800790321646,7798500,GOLD,0.0094505888660514,0.0094062114272877,16.06218819618225,17.106077785491944,53.877609945367965,-0.241700418093405,-0.3614358751287659,-1.0438895893096927
2023-07-05,16.030033111572266,16.570282,16.423584658248895,16.010835028605122,16.423584658248895,14417000,GOLD,-0.0228204372147881,-0.0230848538725013,16.03867106437683,17.062734241485597,48.000040463801874,-0.2266206100676306,-0.3344728221165389,-1.024063177108765
2023-07-06,15.569289207458496,16.202568,15.934045482371411,15.521295827994726,15.886050272077568,17042100,GOLD,-0.0287425422584531,-0.0291636988313842,15.994996547698976,17.010175819396974,41.24999728331655,-0.248977874078534,-0.3173738325089379,-1.0151792716979973
2023-07-07,15.684473991394045,15.748068,15.89564739875087,15.636480617713351,15.713271114100367,9647800,GOLD,0.0073982044010312,0.0073709719186834,15.964280271530152,16.95763090133667,47.524747280824,-0.25446836455286,-0.3047927389177224,-0.9933506298065193
2023-07-10,15.866850852966309,15.853372,15.886047102423657,15.58848418129318,15.617281301723756,16319600,GOLD,0.0116278596064065,0.0115607755752238,15.934523963928225,16.912550430297852,46.99998310997098,-0.2413215249466063,-0.2920984961234992,-0.9780264663696272
2023-07-11,16.039630889892578,16.030846,16.068428015362468,15.866853629563328,15.953243175142966,11802500,GOLD,0.0108893717176379,0.0108305094393906,15.920605659484863,16.867490310668945,63.09525123718264,-0.2144881687487654,-0.2765764306485524,-0.9468846511840816
2023-07-12,16.778738021850586,16.208609,16.826733223498458,16.270001700191326,16.30839603067988,19715500,GOLD,0.0460800586392395,0.0450499006098783,15.94844217300415,16.83969337463379,71.02801482065195,-0.1320604612723386,-0.2476732367733096,-0.8912512016296397
2023-07-13,16.89392852783203,16.941916,16.9803180796706,16.77874184843722,16.922723824558116,17776200,GOLD,0.0068652663764958,0.0068418077406074,15.986357688903809,16.814963607788087,69.50819875056109,-0.0567863998233733,-0.2094958693833224,-0.8286059188842785
2023-07-14,16.653955459594727,17.051926,16.989914574043127,16.644356418515642,16.82673453735847,15180500,GOLD,-0.0142046929961825,-0.0143065453188463,16.013714218139647,16.770357513427733,63.69229311269838,-0.0163070078372911,-0.1708580970741161,-0.7566432952880859
2023-07-17,16.663555145263672,16.81689,16.769140939558163,16.461978936465183,16.605960896561275,8837600,GOLD,0.0005764207603553,0.0005762546937219,16.055469131469728,16.722317352294922,62.53967022381861,0.0163592372517449,-0.1334146302089439,-0.6668482208251945
2023-07-18,16.941917419433594,16.817041,17.181887926311774,16.701946912555414,16.79793548147262,14456200,GOLD,0.0167048551010462,0.0165668636402332,16.100583457946776,16.671256332397462,64.7760506149366,0.0639715567025618,-0.0939373928266427,-0.5706728744506862
2023-07-19,16.941917419433594,17.078924,17.04750502832549,16.87472597044045,16.9131221303392,10516100,GOLD,0.0,0.0,16.17737398147583,16.62458480834961,65.95736392322209,0.1005456353981841,-0.0550407871816773,-0.44721082687377844
2023-07-20,16.586763381958008,17.072641,16.90352440239053,16.567565300518506,16.89392536167078,11990100,GOLD,-0.0209630367497954,-0.0211858810354597,16.232567262649535,16.5774898147583,58.95315703575044,0.0997233449434453,-0.0240879607566528,-0.3449225521087662
2023-07-21,16.701946258544922,16.723392,16.711545298143733,16.461975761063442,16.49077287985988,9513100,GOLD,0.0069442647691111,0.0069202644083647,16.280081224441528,16.534034385681153,56.81149411914456,0.1071310295292207,0.0021558373005218,-0.2539531612396253
2023-07-24,16.682750701904297,16.834719,16.740344948205845,16.557966829910697,16.682750701904297,7299900,GOLD,-0.001149300587098,-0.0011499615394883,16.324235820770262,16.490385856628418,54.38061414203992,0.1101826351048167,0.0237611968613808,-0.16615003585815558
2023-07-25,16.826732635498047,16.810083,16.88432504463322,16.62515645728043,16.701946946403883,11324400,GOLD,0.0086305871355683,0.0085935565297917,16.37031011581421,16.46373966217041,63.51789559666768,0.1228035899010997,0.0435696754693246,-0.0934295463562016
2023-07-26,16.557966232299805,16.95498,16.80753579810941,16.394786201994673,16.7979367574056,14498600,GOLD,-0.015972584162373,-0.0161015206944067,16.398626565933228,16.42885540008545,67.9442651042433,0.109852276282357,0.0568261956319311,-0.030228834152222106
2023-07-27,16.10682487487793,16.69077,16.38518977639669,16.08762679040626,16.38518977639669,15500500,GOLD,-0.0272461817527945,-0.0276242419160228,16.40726556777954,16.38170394897461,56.83236185921969,0.062464873552738,0.0579539312160924,0.0255616188049288
2023-07-28,16.298799514770508,16.251066,16.39478810210359,16.19321371645114,16.26040517833529,11239800,GOLD,0.0119188382182018,0.0118483682600022,16.424063539505006,16.349651985168457,56.96599369735298,0.0399403569491383,0.0543512163627016,0.07441155433654956
2023-07-31,16.596363067626953,16.43837,16.749944063451633,16.38518782524561,16.44278024097239,10575500,GOLD,0.0182567772912836,0.0180921233467575,16.44134125709534,16.329849128723144,58.63099004689726,0.0455750463684943,0.0525959823638602,0.1114921283721948
2023-08-01,16.346792221069336,16.730146,16.41398367266611,16.154815075795916,16.289197978989463,13888000,GOLD,-0.0150376829875716,-0.015151895382034,16.438461446762084,16.31688735961914,42.10526315789474,0.0295615298477969,0.0479890918606475,0.12157408714294249
2023-08-02,15.876453399658203,16.491938,16.327597401067468,15.847656272867356,16.28920123201301,15661000,GOLD,-0.0287725454052639,-0.0291945903421729,16.43078246116638,16.29356456756592,33.540289495899955,-0.0208414620670005,0.0342229810751179,0.13721789360046088
2023-08-03,15.655677795410156,16.036646,15.99163692355131,15.61728346035886,15.886049298207816,17955200,GOLD,-0.0139058515583083,-0.0140034437029451,16.435101890563963,16.267162170410156,33.74991539405876,-0.0777052052215516,0.011837343815784,0.16793972015380731
2023-08-04,15.82845687866211,15.817259,15.905247379587124,15.665276835342707,15.847654961600853,15882200,GOLD,0.0110361930993883,0.0109757387045656,16.442301034927368,16.244978790283202,37.0919125451072,-0.1075880947245693,-0.0120477438922866,0.19732224464416603
2023-08-07,15.838054656982422,15.985055,15.924444192486892,15.713270789492526,15.799658494167186,10100700,GOLD,0.0006063622243082,0.0006061784610156,16.440861225128174,16.22814025878906,31.39153081894473,-0.1290089050991092,-0.0354399761336511,0.21272096633911275
2023-08-08,15.790061950683594,15.999938,15.818857243180462,15.329318047019871,15.588485749056074,12100400,GOLD,-0.0030302147162795,-0.0030348151127027,16.428382778167723,16.217784843444825,30.891677825506942,-0.148149882332639,-0.0579819573734487,0.21059793472289812
2023-08-09,15.818859100341797,15.962166,15.924446734106189,15.703674255171649,15.895649607398598,11483300,GOLD,0.001823751531067,0.0018220905154567,16.380388832092287,16.209913864135743,35.71425023081994,-0.1591608482000488,-0.0782177355387687,0.17047496795654382
2023-08-10,15.991637229919434,15.99436,16.174015359689484,15.847655266766232,15.943643852478363,11986200,GOLD,0.0109222876619403,0.010863070280706,16.335274267196656,16.207610111236573,37.062961355961406,-0.1521910037344191,-0.0930123891778988,0.1276641559600833
2023-08-11,16.231609344482422,16.1656,16.231609344482422,15.895650177498403,15.924447305238807,9263800,GOLD,0.0150061004456762,0.0148946227669956,16.31415696144104,16.208186168670654,42.39486217198888,-0.1258528543020851,-0.0995804822027361,0.10597079277038546
2023-08-14,16.001235961914062,16.402824,16.106823587237052,15.895648336591073,16.049229338426354,11074700,GOLD,-0.0141928860952207,-0.0142945683595601,16.28104100227356,16.193211994171143,36.478003534231306,-0.1221606953300415,-0.1040965248281972,0.08782900810241756
2023-08-15,15.377311706542969,16.177227,15.943642292935376,15.310119336950963,15.914845170789556,18152400,GOLD,-0.0389922539018954,-0.0397728095884458,16.202810716629028,16.168447017669678,32.676052711562434,-0.167647568981776,-0.116806733658913,0.034363698959349875
2023-08-16,15.137343406677246,15.565116,15.434906389279838,15.108546280297608,15.415708305026746,14079100,GOLD,-0.0156053479597229,-0.0157283931899923,16.11258201599121,16.14118637084961,34.83482139527251,-0.2205176897069627,-0.1375489248685229,-0.028604354858398295
2023-08-17,15.03175449371338,15.322273,15.242928825434392,14.87817349443081,15.19493453430485,13014300,GOLD,-0.0069753925855503,-0.0069998343633914,16.03483157157898,16.112965869903565,29.62963644397753,-0.2678501740476662,-0.1636091747043516,-0.07813429832458496
2023-08-18,14.983760833740234,15.212816,15.031755126891428,14.858976037713134,14.95496462401552,13549200,GOLD,-0.0031928182430879,-0.0031979261625914,15.948922300338744,16.08666509628296,21.812095752483827,-0.3057101597364138,-0.192029371710764,-0.13774279594421657
2023-08-21,15.079748153686523,15.1710615,15.108544360993012,14.849376664404767,15.050951946380035,12109500,GOLD,0.0064060899670892,0.0063856581848889,15.868772172927857,16.059020519256592,26.59574767929041,-0.3242315570781908,-0.2184698087842494,-0.190248346328735
2023-08-22,15.204534530639648,15.273852,15.233330740960136,14.95496493342205,15.108545942351334,12760500,GOLD,0.0082750968836715,0.0082410459901124,15.787662267684937,16.03675127029419,35.77235706687108,-0.3250932080354225,-0.239794488634484,-0.24908900260925293
2023-08-23,15.463703155517578,15.404833,15.665277542990228,15.319720273217802,15.35811552541474,21154700,GOLD,0.0170454823431562,0.0169018381344213,15.732949113845825,16.021585178375243,46.00004133091918,-0.3013891045725039,-0.2521134118220881,-0.2886360645294186
2023-08-24,15.32931900024414,15.666679,15.44450475446894,15.146940869493625,15.35811520994659,11479100,GOLD,-0.0086902958445298,-0.0087282766686237,15.694073820114136,16.00545919418335,39.43092451745062,-0.2901029834245356,-0.2597113261425776,-0.3113853740692125
2023-08-25,15.271724700927734,15.53872,15.38691136329284,14.954963667961051,15.319718991010705,16434500,GOLD,-0.0037571335892669,-0.0037642093442687,15.642720079421997,15.988757190704346,38.24704790796503,-0.2825489809500912,-0.2642788571040803,-0.3460371112823495
2023-08-28,15.54049301147461,15.483078,15.569288305152035,15.290923424900464,15.329318675495331,11017200,GOLD,0.0175990803796082,0.0174460098883046,15.58992657661438,15.982997913360595,45.255496685091686,-0.2519704644270568,-0.2618171785686756,-0.39307133674621575
2023-08-29,15.684473991394045,15.742048,15.79006161048738,15.463701543135103,15.502095875913689,15065700,GOLD,0.0092648913913557,0.0092222355505131,15.556810665130616,15.975894775390625,47.55242350248716,-0.2136558167367823,-0.252184906202297,-0.4190841102600089
2023-08-30,15.7907133102417,15.881915,15.945240017349942,15.694133657773133,15.848660364881376,10311500,GOLD,0.0067735340634278,0.0067506967497868,15.55252366065979,15.983586902618407,46.249642202579565,-0.1727274625786421,-0.236293417477566,-0.43106324195861667
2023-08-31,15.655499458312988,15.988076,15.819684298081572,15.55892165782844,15.76173724937015,7636400,GOLD,-0.0085628716874375,-0.0085997437110306,15.552514743804933,15.98703893661499,38.80893143954902,-0.149478974288618,-0.2189305288397764,-0.4345241928100574
2023-09-01,15.568581581115724,15.853169,15.887293148516855,15.558923431545546,15.858318699806327,12035700,GOLD,-0.0055519070106134,-0.0055673761283111,15.539520978927612,15.983377227783205,41.09953735039227,-0.1364945024499047,-0.202443323561802,-0.4438562488555924
2023-09-05,15.375420570373535,15.764139,15.597552459565094,15.307815372976409,15.462342064770835,10493700,GOLD,-0.0124071039956837,-0.012484714728239,15.516389274597168,15.974892463684082,49.95271575612109,-0.1401748458554195,-0.1899896280205256,-0.45850318908691357
2023-09-06,15.298158645629885,15.56908,15.462343501176685,15.211237143157833,15.298158645629885,9257300,GOLD,-0.0050250283815016,-0.0050376962921782,15.491794109344482,15.962750701904296,54.37700483262329,-0.1476242160717067,-0.1815165456307618,-0.4709565925598138
2023-09-07,15.24986743927002,15.490731,15.307815409356516,15.191919469183524,15.24986743927002,8660400,GOLD,-0.0031566679022289,-0.0031616606881647,15.463344526290893,15.947915306091309,56.12763248565798,-0.1556305799556625,-0.1763393524957419,-0.48457077980041596
2023-09-08,15.240209579467772,15.442412,15.452684245741208,15.2112360544015,15.278841253240056,8265700,GOLD,-0.0006333077871468,-0.0006335084112325,15.42577314376831,15.934038600921632,57.36323688228497,-0.1609002318722687,-0.1732515283710473,-0.5082654571533212
2023-09-11,15.520289421081545,15.435372,15.539605718464315,15.327131052512575,15.423710697322935,8486200,GOLD,0.0183776896343412,0.0182108607492353,15.390207147598266,15.925187587738035,61.43962548519372,-0.1408527041924721,-0.1667717635353323,-0.5349804401397691
2023-09-12,15.50097370147705,15.713771,15.636185946092816,15.356105149913482,15.365763298964865,7473000,GOLD,-0.0012445463535143,-0.0012453214444852,15.365194034576415,15.910190887451172,58.143776739701664,-0.1250816478397993,-0.1584337403962257,-0.5449968528747569
2023-09-13,15.568581581115724,15.698462,15.5878960381524,15.414053951148407,15.500974534124484,9928300,GOLD,0.0043615246977828,0.0043520408150643,15.374757528305054,15.8934747505188,53.22014384107562,-0.1059067540556757,-0.1479283431281157,-0.5187172222137466
