step,date,action,balance,shares_held,price,total_asset,reward,real_shares_bought,real_shares_sold
263,2024-09-04,2,1000.9124327697754,0.0,219.4100036621093,1000.9124327697754,[-0.2],0.0,0.0
264,2024-09-05,2,1000.9124327697754,0.0,230.1699981689453,1000.9124327697754,[-0.2],0.0,0.0
265,2024-09-06,0,1000.9124327697754,0.0,210.72999572753903,1000.9124327697754,[-0.1],0.0,0.0
266,2024-09-09,2,1000.9124327697754,0.0,216.2700042724609,1000.9124327697754,[-0.2],0.0,0.0
267,2024-09-10,2,1000.9124327697754,0.0,226.1699981689453,1000.9124327697754,[-0.2],0.0,0.0
268,2024-09-11,2,1000.9124327697754,0.0,228.1300048828125,1000.9124327697754,[-0.2],0.0,0.0
269,2024-09-12,2,1000.9124327697754,0.0,229.8099975585937,1000.9124327697754,[-0.2],0.0,0.0
270,2024-09-13,2,1000.9124327697754,0.0,230.2899932861328,1000.9124327697754,[-0.2],0.0,0.0
271,2024-09-16,2,1000.9124327697754,0.0,226.77999877929688,1000.9124327697754,[-0.2],0.0,0.0
272,2024-09-17,2,1000.9124327697754,0.0,227.8699951171875,1000.9124327697754,[-0.2],0.0,0.0
273,2024-09-18,2,1000.9124327697754,0.0,227.1999969482422,1000.9124327697754,[-0.2],0.0,0.0
274,2024-09-19,2,1000.9124327697754,0.0,243.9199981689453,1000.9124327697754,[-0.2],0.0,0.0
275,2024-09-20,2,1000.9124327697754,0.0,238.25,1000.9124327697754,[-0.2],0.0,0.0
276,2024-09-23,2,1000.9124327697754,0.0,250.0,1000.9124327697754,[-0.2],0.0,0.0
277,2024-09-24,2,1000.9124327697754,0.0,254.2700042724609,1000.9124327697754,[-0.2],0.0,0.0
278,2024-09-25,2,1000.9124327697754,0.0,257.0199890136719,1000.9124327697754,[-0.2],0.0,0.0
279,2024-09-26,2,1000.9124327697754,0.0,254.22000122070312,1000.9124327697754,[-0.2],0.0,0.0
280,2024-09-27,2,1000.9124327697754,0.0,260.4599914550781,1000.9124327697754,[-0.2],0.0,0.0
281,2024-09-30,2,1000.9124327697754,0.0,261.6300048828125,1000.9124327697754,[-0.2],0.0,0.0
282,2024-10-01,2,1000.9124327697754,0.0,258.0199890136719,1000.9124327697754,[-0.2],0.0,0.0
283,2024-10-02,2,1000.9124327697754,0.0,249.0200042724609,1000.9124327697754,[-0.2],0.0,0.0
284,2024-10-03,2,1000.9124327697754,0.0,240.6600036621093,1000.9124327697754,[-0.2],0.0,0.0
285,2024-10-04,2,1000.9124327697754,0.0,250.0800018310547,1000.9124327697754,[-0.2],0.0,0.0
286,2024-10-07,2,1000.9124327697754,0.0,240.8300018310547,1000.9124327697754,[-0.2],0.0,0.0
287,2024-10-08,2,1000.9124327697754,0.0,244.5,1000.9124327697754,[-0.2],0.0,0.0
288,2024-10-09,2,1000.9124327697754,0.0,241.0500030517578,1000.9124327697754,[-0.2],0.0,0.0
289,2024-10-10,2,1000.9124327697754,0.0,238.7700042724609,1000.9124327697754,[-0.2],0.0,0.0
290,2024-10-11,2,1000.9124327697754,0.0,217.8000030517578,1000.9124327697754,[-0.2],0.0,0.0
291,2024-10-14,2,1000.9124327697754,0.0,219.1600036621093,1000.9124327697754,[-0.2],0.0,0.0
292,2024-10-15,2,1000.9124327697754,0.0,219.57000732421875,1000.9124327697754,[-0.2],0.0,0.0
293,2024-10-16,2,1000.9124327697754,0.0,221.3300018310547,1000.9124327697754,[-0.2],0.0,0.0
294,2024-10-17,2,1000.9124327697754,0.0,220.88999938964844,1000.9124327697754,[-0.2],0.0,0.0
295,2024-10-18,2,1000.9124327697754,0.0,220.6999969482422,1000.9124327697754,[-0.2],0.0,0.0
296,2024-10-21,2,1000.9124327697754,0.0,218.8500061035156,1000.9124327697754,[-0.2],0.0,0.0
297,2024-10-22,2,1000.9124327697754,0.0,217.97000122070312,1000.9124327697754,[-0.2],0.0,0.0
298,2024-10-23,2,1000.9124327697754,0.0,213.6499938964844,1000.9124327697754,[-0.2],0.0,0.0
299,2024-10-24,2,1000.9124327697754,0.0,260.4800109863281,1000.9124327697754,[-0.2],0.0,0.0
300,2024-10-25,2,1000.9124327697754,0.0,269.19000244140625,1000.9124327697754,[-0.2],0.0,0.0
301,2024-10-28,2,1000.9124327697754,0.0,262.510009765625,1000.9124327697754,[-0.2],0.0,0.0
302,2024-10-29,2,1000.9124327697754,0.0,259.5199890136719,1000.9124327697754,[-0.2],0.0,0.0
303,2024-10-30,2,1000.9124327697754,0.0,257.54998779296875,1000.9124327697754,[-0.2],0.0,0.0
304,2024-10-31,2,1000.9124327697754,0.0,249.8500061035156,1000.9124327697754,[-0.2],0.0,0.0
305,2024-11-01,2,1000.9124327697754,0.0,248.97999572753903,1000.9124327697754,[-0.2],0.0,0.0
306,2024-11-04,2,1000.9124327697754,0.0,242.83999633789065,1000.9124327697754,[-0.2],0.0,0.0
307,2024-11-05,2,1000.9124327697754,0.0,251.44000244140625,1000.9124327697754,[-0.2],0.0,0.0
308,2024-11-06,2,1000.9124327697754,0.0,288.5299987792969,1000.9124327697754,[-0.2],0.0,0.0
309,2024-11-07,2,1000.9124327697754,0.0,296.9100036621094,1000.9124327697754,[-0.2],0.0,0.0
310,2024-11-08,2,1000.9124327697754,0.0,321.2200012207031,1000.9124327697754,[-0.2],0.0,0.0
311,2024-11-11,2,1000.9124327697754,0.0,350.0,1000.9124327697754,[-0.2],0.0,0.0
312,2024-11-12,2,1000.9124327697754,0.0,328.489990234375,1000.9124327697754,[-0.2],0.0,0.0
313,2024-11-13,2,1000.9124327697754,0.0,330.239990234375,1000.9124327697754,[-0.2],0.0,0.0
314,2024-11-14,0,1000.9124327697754,0.0,311.17999267578125,1000.9124327697754,[-0.105],0.0,0.0
315,2024-11-15,2,1000.9124327697754,0.0,320.7200012207031,1000.9124327697754,[-0.2],0.0,0.0
316,2024-11-18,2,1000.9124327697754,0.0,338.739990234375,1000.9124327697754,[-0.2],0.0,0.0
317,2024-11-19,2,1000.9124327697754,0.0,346.0,1000.9124327697754,[-0.2],0.0,0.0
318,2024-11-20,2,1000.9124327697754,0.0,342.0299987792969,1000.9124327697754,[-0.2],0.0,0.0
319,2024-11-21,2,1000.9124327697754,0.0,339.6400146484375,1000.9124327697754,[-0.2],0.0,0.0
320,2024-11-22,2,1000.9124327697754,0.0,352.5599975585937,1000.9124327697754,[-0.2],0.0,0.0
321,2024-11-25,2,1000.9124327697754,0.0,338.5899963378906,1000.9124327697754,[-0.2],0.0,0.0
322,2024-11-26,2,1000.9124327697754,0.0,338.2300109863281,1000.9124327697754,[-0.2],0.0,0.0
323,2024-11-27,2,1000.9124327697754,0.0,332.8900146484375,1000.9124327697754,[-0.2],0.0,0.0
324,2024-11-29,2,1000.9124327697754,0.0,345.1600036621094,1000.9124327697754,[-0.2],0.0,0.0
325,2024-12-02,2,1000.9124327697754,0.0,357.0899963378906,1000.9124327697754,[-0.2],0.0,0.0
326,2024-12-03,2,1000.9124327697754,0.0,351.4200134277344,1000.9124327697754,[-0.2],0.0,0.0
327,2024-12-04,2,1000.9124327697754,0.0,357.92999267578125,1000.9124327697754,[-0.2],0.0,0.0
328,2024-12-05,2,1000.9124327697754,0.0,369.489990234375,1000.9124327697754,[-0.2],0.0,0.0
329,2024-12-06,2,1000.9124327697754,0.0,389.2200012207031,1000.9124327697754,[-0.2],0.0,0.0
330,2024-12-09,2,1000.9124327697754,0.0,389.7900085449219,1000.9124327697754,[-0.2],0.0,0.0
331,2024-12-10,2,1000.9124327697754,0.0,400.989990234375,1000.9124327697754,[-0.2],0.0,0.0
332,2024-12-11,2,1000.9124327697754,0.0,424.7699890136719,1000.9124327697754,[-0.2],0.0,0.0
333,2024-12-12,2,1000.9124327697754,0.0,418.1000061035156,1000.9124327697754,[-0.2],0.0,0.0
334,2024-12-13,2,1000.9124327697754,0.0,436.2300109863281,1000.9124327697754,[-0.2],0.0,0.0
335,2024-12-16,2,1000.9124327697754,0.0,463.0199890136719,1000.9124327697754,[-0.2],0.0,0.0
336,2024-12-17,2,1000.9124327697754,0.0,479.8599853515625,1000.9124327697754,[-0.2],0.0,0.0
337,2024-12-18,2,1000.9124327697754,0.0,440.1300048828125,1000.9124327697754,[-0.2],0.0,0.0
338,2024-12-19,2,1000.9124327697754,0.0,436.1700134277344,1000.9124327697754,[-0.2],0.0,0.0
339,2024-12-20,2,1000.9124327697754,0.0,421.05999755859375,1000.9124327697754,[-0.2],0.0,0.0
340,2024-12-23,2,1000.9124327697754,0.0,430.6000061035156,1000.9124327697754,[-0.2],0.0,0.0
341,2024-12-24,2,1000.9124327697754,0.0,462.2799987792969,1000.9124327697754,[-0.2],0.0,0.0
342,2024-12-26,2,1000.9124327697754,0.0,454.1300048828125,1000.9124327697754,[-0.2],0.0,0.0
343,2024-12-27,2,1000.9124327697754,0.0,431.6600036621094,1000.9124327697754,[-0.2],0.0,0.0
344,2024-12-30,2,1000.9124327697754,0.0,417.4100036621094,1000.9124327697754,[-0.2],0.0,0.0
345,2024-12-31,1,39.2730221252441,2.0,403.8399963378906,846.9530148010253,[-0.59759784],2.0,0.0
346,2025-01-02,2,917.7725118713379,0.0,379.2799987792969,917.7725118713379,[-0.31901982],0.0,2.0
347,2025-01-03,2,917.7725118713379,0.0,410.4400024414063,917.7725118713379,[-0.2],0.0,0.0
348,2025-01-06,2,917.7725118713379,0.0,411.0499877929688,917.7725118713379,[-0.2],0.0,0.0
349,2025-01-07,2,917.7725118713379,0.0,394.3599853515625,917.7725118713379,[-0.2],0.0,0.0
350,2025-01-08,2,917.7725118713379,0.0,394.9400024414063,917.7725118713379,[-0.2],0.0,0.0
351,2025-01-10,2,917.7725118713379,0.0,394.739990234375,917.7725118713379,[-0.2],0.0,0.0
352,2025-01-13,2,917.7725118713379,0.0,403.30999755859375,917.7725118713379,[-0.2],0.0,0.0
353,2025-01-14,0,917.7725118713379,0.0,396.3599853515625,917.7725118713379,[-0.105],0.0,0.0
354,2025-01-15,2,917.7725118713379,0.0,428.2200012207031,917.7725118713379,[-0.2],0.0,0.0
355,2025-01-16,2,917.7725118713379,0.0,413.8200073242188,917.7725118713379,[-0.2],0.0,0.0
356,2025-01-17,2,917.7725118713379,0.0,426.5,917.7725118713379,[-0.2],0.0,0.0
357,2025-01-21,2,917.7725118713379,0.0,424.0700073242188,917.7725118713379,[-0.2],0.0,0.0
358,2025-01-22,2,917.7725118713379,0.0,415.1099853515625,917.7725118713379,[-0.2],0.0,0.0
359,2025-01-23,2,917.7725118713379,0.0,412.3800048828125,917.7725118713379,[-0.2],0.0,0.0
360,2025-01-24,2,917.7725118713379,0.0,406.5799865722656,917.7725118713379,[-0.2],0.0,0.0
361,2025-01-27,2,917.7725118713379,0.0,397.1499938964844,917.7725118713379,[-0.2],0.0,0.0
362,2025-01-28,2,917.7725118713379,0.0,398.0899963378906,917.7725118713379,[-0.2],0.0,0.0
363,2025-01-29,2,917.7725118713379,0.0,389.1000061035156,917.7725118713379,[-0.2],0.0,0.0
364,2025-01-30,2,917.7725118713379,0.0,400.2799987792969,917.7725118713379,[-0.2],0.0,0.0
365,2025-01-31,2,917.7725118713379,0.0,404.6000061035156,917.7725118713379,[-0.2],0.0,0.0
366,2025-02-03,2,917.7725118713379,0.0,383.6799926757813,917.7725118713379,[-0.2],0.0,0.0
367,2025-02-04,2,917.7725118713379,0.0,392.2099914550781,917.7725118713379,[-0.2],0.0,0.0
368,2025-02-05,2,917.7725118713379,0.0,378.1700134277344,917.7725118713379,[-0.2],0.0,0.0
369,2025-02-06,2,917.7725118713379,0.0,374.3200073242188,917.7725118713379,[-0.2],0.0,0.0
370,2025-02-07,2,917.7725118713379,0.0,361.6199951171875,917.7725118713379,[-0.2],0.0,0.0
371,2025-02-10,2,917.7725118713379,0.0,350.7300109863281,917.7725118713379,[-0.2],0.0,0.0
372,2025-02-11,2,917.7725118713379,0.0,328.5,917.7725118713379,[-0.2],0.0,0.0
373,2025-02-12,0,917.7725118713379,0.0,336.510009765625,917.7725118713379,[-0.2],0.0,0.0
374,2025-02-13,2,917.7725118713379,0.0,355.94000244140625,917.7725118713379,[-0.2],0.0,0.0
375,2025-02-14,2,917.7725118713379,0.0,355.8399963378906,917.7725118713379,[-0.2],0.0,0.0
376,2025-02-18,2,917.7725118713379,0.0,354.1099853515625,917.7725118713379,[-0.2],0.0,0.0
377,2025-02-19,2,917.7725118713379,0.0,360.55999755859375,917.7725118713379,[-0.2],0.0,0.0
378,2025-02-20,2,917.7725118713379,0.0,354.3999938964844,917.7725118713379,[-0.2],0.0,0.0
379,2025-02-21,2,917.7725118713379,0.0,337.79998779296875,917.7725118713379,[-0.2],0.0,0.0
380,2025-02-24,2,917.7725118713379,0.0,330.5299987792969,917.7725118713379,[-0.2],0.0,0.0
381,2025-02-25,2,917.7725118713379,0.0,302.79998779296875,917.7725118713379,[-0.2],0.0,0.0
382,2025-02-26,2,917.7725118713379,0.0,290.79998779296875,917.7725118713379,[-0.2],0.0,0.0
383,2025-02-27,2,917.7725118713379,0.0,281.95001220703125,917.7725118713379,[-0.2],0.0,0.0
384,2025-02-28,2,917.7725118713379,0.0,292.9800109863281,917.7725118713379,[-0.2],0.0,0.0
385,2025-03-03,2,917.7725118713379,0.0,284.6499938964844,917.7725118713379,[-0.2],0.0,0.0
386,2025-03-04,2,917.7725118713379,0.0,272.0400085449219,917.7725118713379,[-0.2],0.0,0.0
387,2025-03-05,2,917.7725118713379,0.0,279.1000061035156,917.7725118713379,[-0.2],0.0,0.0
388,2025-03-06,2,917.7725118713379,0.0,263.45001220703125,917.7725118713379,[-0.2],0.0,0.0
389,2025-03-07,2,917.7725118713379,0.0,262.6700134277344,917.7725118713379,[-0.2],0.0,0.0
390,2025-03-10,2,917.7725118713379,0.0,222.1499938964844,917.7725118713379,[-0.2],0.0,0.0
391,2025-03-11,2,917.7725118713379,0.0,230.5800018310547,917.7725118713379,[-0.2],0.0,0.0
392,2025-03-12,2,917.7725118713379,0.0,248.08999633789065,917.7725118713379,[-0.2],0.0,0.0
393,2025-03-13,2,917.7725118713379,0.0,240.67999267578125,917.7725118713379,[-0.2],0.0,0.0
394,2025-03-14,2,917.7725118713379,0.0,249.97999572753903,917.7725118713379,[-0.2],0.0,0.0
395,2025-03-17,2,917.7725118713379,0.0,238.009994506836,917.7725118713379,[-0.2],0.0,0.0
396,2025-03-18,2,917.7725118713379,0.0,225.3099975585937,917.7725118713379,[-0.2],0.0,0.0
397,2025-03-19,2,917.7725118713379,0.0,235.8600006103516,917.7725118713379,[-0.2],0.0,0.0
398,2025-03-20,2,917.7725118713379,0.0,236.259994506836,917.7725118713379,[-0.2],0.0,0.0
399,2025-03-21,2,917.7725118713379,0.0,248.7100067138672,917.7725118713379,[-0.2],0.0,0.0
400,2025-03-24,2,917.7725118713379,0.0,278.3900146484375,917.7725118713379,[-0.2],0.0,0.0
401,2025-03-25,2,917.7725118713379,0.0,288.1400146484375,917.7725118713379,[-0.2],0.0,0.0
402,2025-03-26,2,917.7725118713379,0.0,272.0599975585937,917.7725118713379,[-0.2],0.0,0.0
403,2025-03-27,2,917.7725118713379,0.0,273.1300048828125,917.7725118713379,[-0.2],0.0,0.0
404,2025-03-28,2,917.7725118713379,0.0,263.54998779296875,917.7725118713379,[-0.2],0.0,0.0
405,2025-03-31,2,917.7725118713379,0.0,259.1600036621094,917.7725118713379,[-0.2],0.0,0.0
406,2025-04-01,2,917.7725118713379,0.0,268.4599914550781,917.7725118713379,[-0.2],0.0,0.0
407,2025-04-02,2,917.7725118713379,0.0,282.760009765625,917.7725118713379,[-0.2],0.0,0.0
408,2025-04-03,2,917.7725118713379,0.0,267.2799987792969,917.7725118713379,[-0.2],0.0,0.0
409,2025-04-04,2,917.7725118713379,0.0,239.42999267578125,917.7725118713379,[-0.2],0.0,0.0
410,2025-04-07,2,917.7725118713379,0.0,233.2899932861328,917.7725118713379,[-0.2],0.0,0.0
411,2025-04-08,2,917.7725118713379,0.0,221.8600006103516,917.7725118713379,[-0.2],0.0,0.0
412,2025-04-09,2,917.7725118713379,0.0,272.20001220703125,917.7725118713379,[-0.2],0.0,0.0
413,2025-04-10,2,917.7725118713379,0.0,252.3999938964844,917.7725118713379,[-0.2],0.0,0.0
414,2025-04-11,2,917.7725118713379,0.0,252.3099975585937,917.7725118713379,[-0.2],0.0,0.0
415,2025-04-14,2,917.7725118713379,0.0,252.3500061035156,917.7725118713379,[-0.2],0.0,0.0
416,2025-04-15,2,917.7725118713379,0.0,254.1100006103516,917.7725118713379,[-0.2],0.0,0.0
417,2025-04-16,2,917.7725118713379,0.0,241.5500030517578,917.7725118713379,[-0.2],0.0,0.0
418,2025-04-17,2,917.7725118713379,0.0,241.3699951171875,917.7725118713379,[-0.2],0.0,0.0
419,2025-04-21,2,917.7725118713379,0.0,227.5,917.7725118713379,[-0.2],0.0,0.0
420,2025-04-22,2,917.7725118713379,0.0,237.97000122070312,917.7725118713379,[-0.2],0.0,0.0
421,2025-04-23,2,917.7725118713379,0.0,250.7400054931641,917.7725118713379,[-0.2],0.0,0.0
422,2025-04-24,2,917.7725118713379,0.0,259.510009765625,917.7725118713379,[-0.2],0.0,0.0
423,2025-04-25,2,917.7725118713379,0.0,284.95001220703125,917.7725118713379,[-0.2],0.0,0.0
424,2025-04-28,2,917.7725118713379,0.0,285.8800048828125,917.7725118713379,[-0.2],0.0,0.0
425,2025-04-29,2,917.7725118713379,0.0,292.0299987792969,917.7725118713379,[-0.2],0.0,0.0
426,2025-04-30,2,917.7725118713379,0.0,282.1600036621094,917.7725118713379,[-0.2],0.0,0.0
427,2025-05-01,2,917.7725118713379,0.0,280.5199890136719,917.7725118713379,[-0.2],0.0,0.0
428,2025-05-02,2,917.7725118713379,0.0,287.2099914550781,917.7725118713379,[-0.2],0.0,0.0
429,2025-05-05,2,917.7725118713379,0.0,280.260009765625,917.7725118713379,[-0.2],0.0,0.0
430,2025-05-06,2,917.7725118713379,0.0,275.3500061035156,917.7725118713379,[-0.2],0.0,0.0
431,2025-05-07,2,917.7725118713379,0.0,276.2200012207031,917.7725118713379,[-0.2],0.0,0.0
432,2025-05-08,2,917.7725118713379,0.0,284.82000732421875,917.7725118713379,[-0.2],0.0,0.0
433,2025-05-09,2,917.7725118713379,0.0,298.260009765625,917.7725118713379,[-0.2],0.0,0.0
