step,date,action,balance,shares_held,price,avg_buy_price,total_asset,reward,real_shares_bought,real_shares_sold
132,2025-02-28,1,227.19325573730498,3.0,241.83999633789065,244.6000061035156,952.713244750977,[-1.1276513],3.0,0.0
133,2025-03-03,0,227.19325573730498,3.0,238.02999877929688,244.6000061035156,941.2832520751956,[-1.2161701],0.0,0.0
134,2025-03-04,0,227.19325573730498,3.0,235.92999267578125,244.6000061035156,934.9832337646487,[0.5194255],0.0,0.0
135,2025-03-05,2,963.2082812194827,0.0,235.7400054931641,0.0,963.2082812194827,[2.8382263],0.0,3.0
136,2025-03-06,1,225.08497204589878,3.0,235.3300018310547,245.5500030517578,931.0749775390628,[-1.127952],3.0,0.0
137,2025-03-07,2,964.9023903198245,0.0,239.07000732421875,0.0,964.9023903198245,[3.2565744],0.0,3.0
138,2025-03-10,1,222.3001705017092,3.0,227.47999572753903,247.0399932861328,904.7401576843263,[-1.1284233],3.0,0.0
139,2025-03-11,0,222.3001705017092,3.0,220.83999633789065,247.0399932861328,884.8201595153812,[-1.2751199],0.0,0.0
140,2025-03-12,2,932.7763796386721,0.0,216.97999572753903,0.0,932.7763796386721,[-1.1028813],0.0,3.0
141,2025-03-13,1,205.80535064697278,3.0,209.67999267578125,241.83999633789065,834.8453286743165,[-1.1267781],3.0,0.0
142,2025-03-14,2,918.4671669921876,0.0,213.4900054931641,0.0,918.4671669921876,[-1.1098624],0.0,3.0
143,2025-03-17,1,209.26160900878915,3.0,214.0,235.92999267578125,851.2616090087892,[-1.1249077],3.0,0.0
144,2025-03-18,2,915.0671854553225,0.0,212.69000244140625,0.0,915.0671854553225,[-1.1765575],0.0,3.0
145,2025-03-19,0,915.0671854553225,0.0,215.2400054931641,0.0,915.0671854553225,[-1.],0.0,0.0
146,2025-03-20,1,196.4227434387209,3.0,214.1000061035156,239.07000732421875,838.7227617492676,[-1.0259016],3.0,0.0
147,2025-03-21,2,877.4978506469728,0.0,218.2700042724609,0.0,877.4978506469728,[-1.276543],0.0,3.0
148,2025-03-24,1,213.65282165527344,3.0,220.72999572753903,220.83999633789065,875.8428088378905,[-1.1201303],3.0,0.0
149,2025-03-25,2,863.2909288635253,0.0,223.75,0.0,863.2909288635253,[-1.2036479],0.0,3.0
150,2025-03-26,1,232.99287088012693,3.0,221.52999877929688,209.67999267578125,897.5828672180176,[-1.1165954],3.0,0.0
151,2025-03-27,1,19.075885375976497,4.0,223.8500061035156,210.63249588012695,914.4759097900389,[1.2792631],1.0,0.0
152,2025-03-28,1,19.075885375976497,4.0,217.8999938964844,210.63249588012695,890.6758609619142,[0.40121433],0.0,0.0
153,2025-03-31,1,19.075885375976497,4.0,222.1300048828125,210.63249588012695,907.5959049072264,[-1.2157199],0.0,0.0
154,2025-04-01,2,878.3139873046875,0.0,223.19000244140625,0.0,878.3139873046875,[4.826476],0.0,4.0
155,2025-04-02,1,234.72936895751968,3.0,223.88999938964844,214.1000061035156,906.399367126465,[-1.1179956],3.0,0.0
156,2025-04-03,2,888.2297617492676,0.0,203.19000244140625,0.0,888.2297617492676,[4.740838],0.0,3.0
157,2025-04-04,1,224.7153945922853,3.0,188.3800048828125,220.72999572753903,789.8554092407228,[-1.1200955],3.0,0.0
158,2025-04-07,2,894.6228945922853,0.0,181.4600067138672,0.0,894.6228945922853,[4.3326864],0.0,3.0
159,2025-04-08,1,228.7037182617189,3.0,172.4199981689453,221.52999877929688,745.9637127685548,[-1.1203488],3.0,0.0
160,2025-04-09,2,898.9106365356446,0.0,198.8500061035156,0.0,898.9106365356446,[4.076893],0.0,3.0
161,2025-04-10,1,243.90325488281246,3.0,190.4199981689453,217.8999938964844,815.1632493896484,[-1.1191993],3.0,0.0
162,2025-04-11,1,21.328989990234334,4.0,198.1499938964844,218.95749664306643,813.928965576172,[1.4187899],1.0,0.0
163,2025-04-14,2,912.303479736328,0.0,202.5200042724609,0.0,912.303479736328,[4.233541],0.0,4.0
164,2025-04-15,1,239.29014157104473,3.0,202.13999938964844,223.88999938964844,845.71013973999,[-1.1210963],3.0,0.0
165,2025-04-16,2,847.641008880615,0.0,194.2700042724609,0.0,847.641008880615,[-1.650839],0.0,3.0
166,2025-04-17,1,281.37071420288066,3.0,196.97999572753903,188.3800048828125,872.3107013854977,[-1.1098448],3.0,0.0
167,2025-04-21,0,281.37071420288066,3.0,193.1600036621093,188.3800048828125,860.8507251892086,[-1.0772799],0.0,0.0
168,2025-04-22,0,281.37071420288066,3.0,199.7400054931641,188.3800048828125,880.590730682373,[-1.2963601],0.0,0.0
169,2025-04-23,1,82.12300808715804,4.0,204.6000061035156,190.99750518798828,900.5230325012204,[1.4801173],1.0,0.0
170,2025-04-24,0,82.12300808715804,4.0,208.3699951171875,190.99750518798828,915.602988555908,[-1.3211601],0.0,0.0
171,2025-04-25,1,82.12300808715804,4.0,209.27999877929688,190.99750518798828,919.2430032043455,[1.2958841],0.0,0.0
172,2025-04-28,0,82.12300808715804,4.0,210.13999938964844,190.99750518798828,922.6830056457518,[1.341148],0.0,0.0
173,2025-04-29,0,82.12300808715804,4.0,211.2100067138672,190.99750518798828,926.9630349426268,[-1.20456],0.0,0.0
174,2025-04-30,0,82.12300808715804,4.0,212.5,190.99750518798828,932.123008087158,[-1.09444],0.0,0.0
175,2025-05-01,0,82.12300808715804,4.0,213.32000732421875,190.99750518798828,935.403037384033,[1.4446765],0.0,0.0
176,2025-05-02,2,853.2177427062983,0.0,205.3500061035156,0.0,853.2177427062983,[1.5863137],0.0,4.0
177,2025-05-05,1,252.79928619384702,3.0,198.88999938964844,199.7400054931641,849.4692843627923,[-1.1134458],3.0,0.0
178,2025-05-06,0,252.79928619384702,3.0,198.509994506836,199.7400054931641,848.3292697143551,[1.2972635],0.0,0.0
179,2025-05-07,2,876.6590515747064,0.0,196.25,0.0,876.6590515747064,[4.8371577],0.0,3.0
180,2025-05-08,1,247.56337524413993,3.0,197.4900054931641,209.27999877929688,840.0333917236322,[-1.1164687],3.0,0.0
181,2025-05-09,2,876.7225334167474,0.0,198.52999877929688,0.0,876.7225334167474,[2.6502874],0.0,3.0
