Step,Net_Worth
215,5416.9182266472
216,5541.912568255725
217,5625.242973127778
218,5625.242973127778
219,5916.903910535586
220,5916.903910535586
221,5916.903910535586
222,5875.238165656893
223,5791.908122413279
224,5833.570612635949
225,5791.908122413279
226,5333.585290376002
227,5375.253928282289
228,5458.581440126767
229,5625.242973127778
230,5500.247546633918
231,5250.251992476366
232,5208.512113765846
233,5125.181347265336
234,5125.181347265336
235,5250.251992476366
236,5083.51415587284
237,4875.187239621575
238,4875.187239621575
239,4916.851176358038
240,5083.51415587284
241,5250.251992476366
242,5166.8456456302465
243,5333.585290376002
244,5416.9182266472
245,5333.585290376002
246,5166.8456456302465
247,5041.850942393274
248,5083.51415587284
249,4875.187239621575
250,4791.8557498641685
251,4708.523175221428
252,4666.858876856517
253,4708.523175221428
254,4750.190366613913
255,4791.8557498641685
256,4791.8557498641685
257,4750.190366613913
258,4666.858876856517
259,4666.858876856517
260,4583.528110356006
261,4666.858876856517
262,4500.194450827912
263,4375.197939448708
264,4375.197939448708
265,4333.531471313109
266,4250.201428069495
267,4291.868257833542
268,4458.528705949208
269,4458.528705949208
270,4458.528705949208
271,4458.528705949208
272,4375.197939448708
273,4291.868257833542
274,4291.868257833542
275,4458.528705949208
276,4583.528110356006
277,4583.528110356006
278,4416.864769212745
279,4375.197939448708
280,4250.201428069495
281,4250.201428069495
282,4208.534959933895
283,4000.1324633370223
284,3833.468398936875
285,3833.468398936875
286,3666.8068659358546
287,3791.80301568662
288,3875.1323356733383
289,4125.20310854805
290,4166.868491798296
291,4250.201428069495
292,4416.864769212745
293,4458.528705949208
294,4750.190366613913
295,4750.190366613913
296,4791.8557498641685
297,4708.523175221428
298,4500.194450827912
299,4500.194450827912
300,4291.868257833542
301,4458.528705949208
302,4500.194450827912
303,4625.191323835574
304,4333.531471313109
305,4291.868257833542
306,4125.20310854805
307,4083.5373636693475
308,4125.20310854805
309,4375.197939448708
310,4416.864769212745
311,4375.197939448708
312,4375.197939448708
313,4458.528705949208
314,4750.190366613913
315,4750.190366613913
316,4791.8557498641685
317,4916.851176358038
318,5125.181347265336
319,5375.253928282289
320,5750.240207763887
321,5916.903910535586
322,5625.242973127778
323,5708.575909398976
324,6000.23757006368
325,5833.570612635949
326,6083.566890050399
327,6125.23299655755
328,5791.908122413279
329,6000.23757006368
330,5875.238165656893
331,6041.89861377256
332,6083.566890050399
333,6291.897422586145
334,6250.2298695652025
335,6041.89861377256
336,5916.903910535586
337,5958.571825184978
338,6083.566890050399
339,6250.2298695652025
340,6250.2298695652025
341,6041.89861377256
342,6041.89861377256
343,6125.23299655755
344,6125.23299655755
345,6083.566890050399
346,6166.898379807805
347,6250.2298695652025
348,6291.897422586145
349,6750.295473340581
350,7291.950518392152
351,7833.677889133297
352,8000.339422134308
353,7750.344952862098
354,7833.677889133297
355,7875.341825869759
356,7667.013463104691
357,7833.677889133297
358,8000.339422134308
359,8458.661530914687
360,8666.991340193537
361,8625.324510429491
362,8125.339911426449
363,8166.999508621536
364,8375.32859464349
365,8375.32859464349
366,8458.661530914687
367,8917.057411898428
368,9542.045393221195
369,10250.435743477154
370,10333.767956491454
371,10042.107380712085
372,9625.378329492394
373,9958.77589095469
374,10333.767956491454
375,11000.419874550678
376,10792.090788528723
377,10542.099212284098
378,10000.444167232528
379,10458.764829499107
380,10458.764829499107
381,10292.103296498097
382,9375.38458347708
383,9625.378329492394
384,9833.702352716076
385,9667.040819715065
386,9625.378329492394
387,10625.430702041494
388,10833.759064806562
389,10833.759064806562
390,10583.758809479184
391,11167.15590301196
392,11292.155669047197
393,11042.08381128714
394,10500.427319721779
395,9750.374479243159
396,9542.045393221195
397,9458.712456950007
398,9417.046350442855
399,9583.711499728346
400,10042.107380712085
401,10000.444167232528
402,10083.771317448549
403,10375.436232769285
404,10667.097531805543
405,10917.087661536385
406,10833.759064806562
407,10458.764829499107
408,10000.444167232528
409,9958.77589095469
410,9500.380733227837
411,10042.107380712085
412,10083.771317448549
413,9708.707649479113
414,9167.056220712013
415,9583.711499728346
416,9708.707649479113
417,10250.435743477154
418,10250.435743477154
419,11000.419874550678
420,11375.481372749435
421,11125.492689532393
422,11208.824179289792
423,12458.86957459732
424,12458.86957459732
425,11750.476331313786
426,12208.799163351052
427,12708.860427585058
428,13583.917373640297
429,13667.24958665459
430,13625.578417349176
431,13917.240439642328
432,14292.239014491151
433,14875.620919629118
434,14667.299789433013
435,14083.904865670924
436,13958.901483351208
437,14083.904865670924
438,15000.622855435044
439,15500.611793979464
440,15417.28102747896
441,15125.627684268553
442,14833.964215461609
443,14667.299789433013
444,15125.627684268553
445,15500.611793979464
446,15625.616622812979
447,16042.335548436136
448,15583.944006993765
449,15208.957004255271
450,15458.950750270584
451,15583.944006993765
452,15083.959407990713
453,14875.620919629118
454,14583.96757641871
455,14125.571695434972
456,14542.229867478878
457,14333.902951227614
458,14125.571695434972
459,13792.251522460523
460,14000.576992197997
461,14000.576992197997
462,14125.571695434972
463,14333.902951227614
464,14667.299789433013
465,14833.964215461609
466,14125.571695434972
467,14375.566887964076
468,14375.566887964076
469,14167.23273914385
470,14583.96757641871
471,14750.633448961105
472,14083.904865670924
473,13708.91786293243
474,13458.915437834363
475,13333.849855421608
476,13208.85225915706
477,13125.514260087588
478,13875.572163364488
479,14167.23273914385
480,14667.299789433013
481,15000.622855435044
482,15250.620940991734
483,15667.27911303565
484,15500.611793979464
485,16875.65767857913
486,17334.05500607666
487,17000.730493560837
488,16209.002867492316
489,16667.332208841646
490,16500.666336299262
491,16667.332208841646
492,16833.99518835646
493,16333.999017243072
494,16167.34182378344
495,17167.39202656185
496,18292.444165146197
497,18375.7763781605
498,18125.775399576225
499,18250.777335382158
500,17792.380007884618
501,17625.71413534223
502,17709.046348356533
503,17250.73002563132
504,17292.388176312616
505,17500.72232513284
506,18042.367967844773
507,18959.09897623301
508,19167.422999456703
509,20167.47754177649
510,20000.813115747897
511,19792.483306469036
512,19792.483306469036
513,19250.828984674365
514,19375.828027452713
515,19500.81839114831
516,20459.213336273013
517,20917.529658998224
518,20209.13713897158
519,19959.13905341489
520,19834.157368802043
521,19750.81936973258
522,19084.0907864424
523,18667.435507426067
524,18125.775399576225
525,19084.0907864424
526,18709.096551134946
527,17792.380007884618
528,17917.377604149176
529,18459.10280511963
530,17875.706434843753
531,17750.716071148152
532,16792.33125162
533,15625.616622812979
534,16375.670186548494
535,16292.336527020401
536,16417.337016312544
537,15750.683651739519
538,15792.34614196219
539,15583.944006993765
540,15417.28102747896
541,15834.008632184861
542,15458.950750270584
543,15375.612751201124
544,15333.951707492244
545,14792.29738569756
546,14750.633448961105
547,14583.96757641871
548,13750.578906641309
549,14458.891868409419
550,14583.96757641871
551,14375.566887964076
552,13042.186386614672
553,12083.79722754513
554,11333.818882526764
555,11625.478011792333
556,11500.480415527783
557,11458.815755534426
558,11625.478011792333
559,11083.82513651145
560,11292.155669047197
561,11333.818882526764
562,11458.815755534426
563,11417.151818797962
564,11250.485946255567
565,11167.15590301196
566,11458.815755534426
567,11292.155669047197
568,11042.08381128714
569,11167.15590301196
570,11250.485946255567
571,11208.824179289792
572,10625.430702041494
573,10083.771317448549
574,10167.100637435267
575,10292.103296498097
576,10417.100892762644
577,10958.757384328006
578,12417.205637860854
579,12125.477075933295
580,12667.199383876177
581,13125.514260087588
582,11542.150861576303
583,10583.758809479184
584,10208.770360226898
585,10208.770360226898
586,10667.097531805543
587,10542.099212284098
588,10042.107380712085
589,9792.039139236509
590,10667.097531805543
591,10708.763638312692
592,10500.427319721779
593,10833.759064806562
594,8083.670911891714
595,8291.999274656773
596,7833.677889133297
597,7625.352419395814
598,7583.684866374879
599,7708.682462639427
600,7708.682462639427
601,7625.352419395814
602,7500.275988129625
603,7416.940882087749
604,6791.958686820149
605,6583.6303240550815
606,6458.63345104743
607,7041.952432835462
608,7667.013463104691
609,7583.684866374879
610,7000.288496098999
611,6458.63345104743
612,7166.951475613801
613,6791.958686820149
614,6625.294260791544
615,7041.952432835462
616,7083.616369571925
617,6708.630813347223
618,7041.952432835462
619,6958.62021982116
620,7541.942094636776
621,7667.013463104691
622,7833.677889133297
623,7291.950518392152
624,7041.952432835462
625,7000.288496098999
626,5958.571825184978
627,6416.969514310967
628,6541.964940804826
629,6666.961813812488
630,6583.6303240550815
631,6583.6303240550815
632,6666.961813812488
633,6833.62479332729
634,6875.28945332065
635,7166.951475613801
636,7166.951475613801
637,6791.958686820149
638,6833.62479332729
639,7000.288496098999
640,6916.954836570905
641,6791.958686820149
642,6750.295473340581
643,6625.294260791544
644,6791.958686820149
645,6833.62479332729
646,7000.288496098999
647,7166.951475613801
648,7208.618305377849
649,7166.951475613801
650,7500.275988129625
651,7792.008166341666
652,8125.339911426449
653,8250.333168149631
654,8000.339422134308
655,7792.008166341666
656,8083.670911891714
657,8250.333168149631
658,8208.668508156272
659,8250.333168149631
660,8333.66610442082
661,8125.339911426449
662,8125.339911426449
663,8541.995190442783
664,9292.050923948987
665,9417.046350442855
666,9250.382647671147
667,8750.395878897416
668,9208.717987677788
669,9333.717753713034
670,9292.050923948987
671,9083.720391413239
672,9292.050923948987
673,9542.045393221195
674,9583.711499728346
675,9667.040819715065
676,9542.045393221195
677,9625.378329492394
678,9083.720391413239
679,9000.388901655833
680,9208.717987677788
681,8708.65383041621
682,8250.333168149631
683,8250.333168149631
684,8208.668508156272
685,8291.999274656773
686,8166.999508621536
687,7750.344952862098
688,8042.006251898354
689,7750.344952862098
690,7875.341825869759
691,8125.339911426449
692,8083.670911891714
693,8541.995190442783
694,8375.32859464349
695,8458.661530914687
696,8333.66610442082
697,8708.65383041621
698,9125.388667691079
699,8958.727857946955
700,9042.056454676776
701,9000.388901655833
702,8500.327637421839
703,8750.395878897416
704,9000.388901655833
705,9083.720391413239
706,8917.057411898428
707,8583.659127179246
708,8833.729538425501
709,8958.727857946955
710,8792.064878432151
711,9125.388667691079
712,9000.388901655833
713,8875.39419841886
714,8917.057411898428
715,8875.39419841886
716,8750.395878897416
717,8666.991340193537
718,8666.991340193537
719,8500.327637421839
720,8500.327637421839
721,8583.659127179246
722,8333.66610442082
723,8500.327637421839
724,8458.661530914687
725,8250.333168149631
726,8291.999274656773
727,8333.66610442082
728,8166.999508621536
729,8042.006251898354
730,7833.677889133297
731,7833.677889133297
732,8250.333168149631
733,8166.999508621536
734,8583.659127179246
735,8583.659127179246
736,8750.395878897416
737,9167.056220712013
738,9333.717753713034
739,9417.046350442855
740,9458.712456950007
741,9292.050923948987
742,9208.717987677788
743,9917.116293759602
744,10042.107380712085
745,10458.764829499107
746,11083.82513651145
747,11000.419874550678
748,10542.099212284098
749,10042.107380712085
750,10375.436232769285
751,10958.757384328006
752,11042.08381128714
753,11042.08381128714
754,10750.42323550778
755,10542.099212284098
756,10625.430702041494
757,10167.100637435267
758,9708.707649479113
759,9917.116293759602
760,10625.430702041494
761,10292.103296498097
762,10083.771317448549
763,9792.039139236509
764,9833.702352716076
765,9792.039139236509
766,9667.040819715065
767,9792.039139236509
768,10125.438870469492
769,9875.372075507707
770,9292.050923948987
771,9667.040819715065
772,9583.711499728346
773,9542.045393221195
774,9542.045393221195
775,9708.707649479113
776,9917.116293759602
777,9625.378329492394
778,9667.040819715065
779,9875.372075507707
780,9792.039139236509
781,10083.771317448549
782,9667.040819715065
783,9542.045393221195
784,9083.720391413239
785,8666.991340193537
786,8416.997594178225
787,8792.064878432151
788,8833.729538425501
789,8541.995190442783
790,8416.997594178225
791,8250.333168149631
792,8375.32859464349
793,8750.395878897416
794,8958.727857946955
795,8833.729538425501
796,8875.39419841886
797,8792.064878432151
798,8583.659127179246
799,8583.659127179246
800,8458.661530914687
801,8458.661530914687
802,8458.661530914687
803,8375.32859464349
804,8875.39419841886
805,8917.057411898428
806,9083.720391413239
807,9042.056454676776
808,8500.327637421839
809,8500.327637421839
810,8333.66610442082
811,8042.006251898354
812,9125.388667691079
813,9750.374479243159
814,9875.372075507707
815,9500.380733227837
816,9917.116293759602
817,9500.380733227837
818,10000.444167232528
819,9625.378329492394
820,9292.050923948987
821,9375.38458347708
822,9167.056220712013
823,9125.388667691079
824,9500.380733227837
825,9333.717753713034
826,9375.38458347708
827,9375.38458347708
828,9292.050923948987
829,9417.046350442855
830,9167.056220712013
831,9000.388901655833
832,8833.729538425501
833,8750.395878897416
834,8750.395878897416
835,8833.729538425501
836,8833.729538425501
837,8792.064878432151
838,8958.727857946955
839,8708.65383041621
840,9167.056220712013
841,9292.050923948987
842,9542.045393221195
843,9208.717987677788
844,9000.388901655833
845,9042.056454676776
846,8958.727857946955
847,8875.39419841886
848,8708.65383041621
849,8583.659127179246
850,8583.659127179246
851,8375.32859464349
852,8166.999508621536
853,8250.333168149631
854,8375.32859464349
855,8458.661530914687
856,8291.999274656773
857,8291.999274656773
858,8208.668508156272
859,7958.672592370271
860,7917.004316092431
861,7583.684866374879
862,8000.339422134308
863,7958.672592370271
864,8291.999274656773
865,8541.995190442783
866,8541.995190442783
867,8458.661530914687
868,8666.991340193537
869,8750.395878897416
870,8416.997594178225
871,8208.668508156272
872,8250.333168149631
873,8333.66610442082
874,8291.999274656773
875,8333.66610442082
876,8291.999274656773
877,8250.333168149631
878,8750.395878897416
879,8583.659127179246
880,8250.333168149631
881,7750.344952862098
882,8042.006251898354
883,7833.677889133297
884,7917.004316092431
885,7917.004316092431
886,7750.344952862098
887,7291.950518392152
888,7541.942094636776
889,7708.682462639427
890,7917.004316092431
891,8000.339422134308
892,8208.668508156272
893,8625.324510429491
894,8458.661530914687
895,8250.333168149631
896,8125.339911426449
897,8291.999274656773
898,8708.65383041621
899,9125.388667691079
900,9083.720391413239
901,8917.057411898428
902,8792.064878432151
903,8500.327637421839
904,8583.659127179246
905,8792.064878432151
906,9000.388901655833
907,9542.045393221195
908,9167.056220712013
909,9125.388667691079
910,9000.388901655833
911,9167.056220712013
912,9208.717987677788
913,9250.382647671147
914,9583.711499728346
915,9708.707649479113
916,9292.050923948987
917,9458.712456950007
918,9458.712456950007
919,9417.046350442855
920,9333.717753713034
921,9583.711499728346
922,10000.444167232528
923,9917.116293759602
924,10208.770360226898
925,10000.444167232528
926,10083.771317448549
927,9375.38458347708
928,9542.045393221195
929,9750.374479243159
930,10042.107380712085
931,9875.372075507707
932,9667.040819715065
933,9875.372075507707
934,10083.771317448549
935,9958.77589095469
936,9958.77589095469
937,9667.040819715065
938,9542.045393221195
939,9750.374479243159
940,9833.702352716076
941,10000.444167232528
942,9958.77589095469
943,9958.77589095469
944,10167.100637435267
945,9917.116293759602
946,9458.712456950007
947,9208.717987677788
948,9333.717753713034
949,9208.717987677788
950,8792.064878432151
951,8958.727857946955
952,9208.717987677788
953,9083.720391413239
954,8917.057411898428
955,8375.32859464349
956,8250.333168149631
957,8291.999274656773
958,8416.997594178225
959,8625.324510429491
960,8208.668508156272
961,7375.278391865078
962,7166.951475613801
963,7416.940882087749
964,7667.013463104691
965,7250.282965371208
966,7250.282965371208
967,7541.942094636776
968,7625.352419395814
969,7333.613731871718
970,7416.940882087749
971,7541.942094636776
972,7416.940882087749
973,7208.618305377849
974,7500.275988129625
975,7291.950518392152
976,7291.950518392152
977,7375.278391865078
978,7208.618305377849
979,7000.288496098999
980,7000.288496098999
981,6958.62021982116
982,6541.964940804826
983,6541.964940804826
984,7000.288496098999
985,7125.284645849755
986,6958.62021982116
987,7125.284645849755
988,7208.618305377849
989,7541.942094636776
990,7625.352419395814
991,7500.275988129625
992,7208.618305377849
993,7375.278391865078
994,7333.613731871718
995,7333.613731871718
996,7291.950518392152
997,7041.952432835462
998,7083.616369571925
999,6958.62021982116
1000,6416.969514310967
1001,6666.961813812488
1002,6583.6303240550815
1003,6666.961813812488
1004,6625.294260791544
1005,6666.961813812488
1006,6750.295473340581
1007,6666.961813812488
1008,6583.6303240550815
1009,6666.961813812488
1010,7125.284645849755
1011,7250.282965371208
1012,7125.284645849755
1013,6916.954836570905
1014,6875.28945332065
1015,6583.6303240550815
1016,6041.89861377256
1017,5625.242973127778
1018,5708.575909398976
1019,5875.238165656893
1020,5791.908122413279
1021,5333.585290376002
1022,5750.240207763887
1023,5625.242973127778
1024,5666.909441263378
1025,5458.581440126767
1026,5375.253928282289
1027,5375.253928282289
1028,5250.251992476366
1029,4958.519091007429
1030,4916.851176358038
1031,4958.519091007429
1032,5083.51415587284
1033,5208.512113765846
1034,5250.251992476366
1035,5375.253928282289
1036,5750.240207763887
1037,5833.570612635949
1038,6041.89861377256
1039,6125.23299655755
1040,6000.23757006368
1041,6041.89861377256
1042,5750.240207763887
1043,5833.570612635949
1044,5875.238165656893
1045,5875.238165656893
1046,5875.238165656893
1047,6000.23757006368
1048,6000.23757006368
1049,5958.571825184978
1050,5916.903910535586
1051,5833.570612635949
1052,5875.238165656893
1053,5750.240207763887
1054,5791.908122413279
1055,5625.242973127778
1056,5500.247546633918
1057,5416.9182266472
1058,5541.912568255725
1059,5541.912568255725
1060,5333.585290376002
1061,5416.9182266472
1062,5291.917375726621
1063,5291.917375726621
1064,5250.251992476366
1065,5125.181347265336
1066,5083.51415587284
1067,4958.519091007429
1068,5041.850942393274
1069,5083.51415587284
1070,5000.1848358861325
1071,5083.51415587284
1072,4875.187239621575
1073,4833.520409857527
1074,4875.187239621575
1075,5000.1848358861325
1076,5083.51415587284
1077,5083.51415587284
1078,4958.519091007429
1079,4916.851176358038
1080,5041.850942393274
1081,5083.51415587284
1082,5083.51415587284
1083,4958.519091007429
1084,5000.1848358861325
1085,4916.851176358038
1086,4958.519091007429
1087,4958.519091007429
1088,5000.1848358861325
1089,5083.51415587284
1090,5125.181347265336
1091,5166.8456456302465
1092,5375.253928282289
1093,5250.251992476366
1094,5083.51415587284
1095,5083.51415587284
1096,5416.9182266472
1097,5666.909441263378
1098,5583.57795150598
1099,5625.242973127778
1100,5500.247546633918
1101,5291.917375726621
1102,5291.917375726621
1103,5250.251992476366
1104,5250.251992476366
1105,5208.512113765846
1106,5166.8456456302465
1107,5000.1848358861325
1108,5000.1848358861325
1109,5041.850942393274
1110,5000.1848358861325
1111,5291.917375726621
1112,5333.585290376002
1113,5541.912568255725
1114,5666.909441263378
1115,6000.23757006368
1116,6083.566890050399
1117,5916.903910535586
1118,5750.240207763887
1119,6000.23757006368
1120,6000.23757006368
1121,6125.23299655755
1122,6000.23757006368
1123,6000.23757006368
1124,5958.571825184978
1125,6333.559912808816
1126,6208.565209571852
1127,6208.565209571852
1128,6250.2298695652025
1129,6208.565209571852
1130,6416.969514310967
1131,6541.964940804826
1132,6833.62479332729
1133,6666.961813812488
1134,6625.294260791544
1135,6458.63345104743
1136,6666.961813812488
1137,6625.294260791544
1138,6625.294260791544
1139,6416.969514310967
1140,6333.559912808816
1141,6333.559912808816
1142,6333.559912808816
1143,6375.225296059071
1144,6458.63345104743
1145,6666.961813812488
1146,6708.630813347223
1147,6750.295473340581
1148,6708.630813347223
1149,6833.62479332729
1150,6708.630813347223
1151,6583.6303240550815
1152,6458.63345104743
1153,6500.299557554571
1154,6583.6303240550815
1155,6666.961813812488
1156,6666.961813812488
1157,6958.62021982116
1158,6875.28945332065
1159,7416.940882087749
1160,7500.275988129625
1161,7458.610604879371
1162,7291.950518392152
1163,7250.282965371208
1164,7250.282965371208
1165,7458.610604879371
1166,7416.940882087749
1167,7333.613731871718
1168,7416.940882087749
1169,7458.610604879371
1170,7416.940882087749
1171,7667.013463104691
1172,7625.352419395814
1173,7541.942094636776
1174,7583.684866374879
1175,7667.013463104691
1176,7750.344952862098
1177,7958.672592370271
1178,8166.999508621536
1179,8000.339422134308
1180,7958.672592370271
1181,8000.339422134308
1182,7792.008166341666
1183,7667.013463104691
1184,7541.942094636776
1185,7375.278391865078
1186,7416.940882087749
1187,7875.341825869759
1188,7667.013463104691
1189,7708.682462639427
1190,7958.672592370271
1191,7917.004316092431
1192,7917.004316092431
1193,8042.006251898354
1194,8000.339422134308
1195,7958.672592370271
1196,7958.672592370271
1197,8000.339422134308
1198,7958.672592370271
1199,7917.004316092431
1200,7958.672592370271
1201,8333.66610442082
1202,8375.32859464349
1203,8416.997594178225
1204,8583.659127179246
1205,8792.064878432151
1206,8666.991340193537
1207,8541.995190442783
1208,8333.66610442082
1209,8208.668508156272
1210,8208.668508156272
1211,8416.997594178225
1212,8458.661530914687
1213,8250.333168149631
1214,8208.668508156272
1215,8291.999274656773
1216,8250.333168149631
1217,8250.333168149631
1218,8708.65383041621
1219,8666.991340193537
1220,8958.727857946955
1221,8833.729538425501
1222,9417.046350442855
1223,9208.717987677788
1224,8917.057411898428
1225,9292.050923948987
1226,9417.046350442855
1227,9417.046350442855
1228,9417.046350442855
1229,9083.720391413239
1230,9083.720391413239
1231,9000.388901655833
1232,8917.057411898428
1233,9083.720391413239
1234,9208.717987677788
1235,9042.056454676776
1236,9083.720391413239
1237,9000.388901655833
1238,8958.727857946955
1239,9125.388667691079
1240,9417.046350442855
1241,9667.040819715065
1242,9917.116293759602
1243,10125.438870469492
1244,9958.77589095469
1245,9875.372075507707
1246,10458.764829499107
1247,10750.42323550778
1248,10667.097531805543
1249,10417.100892762644
1250,10083.771317448549
1251,10083.771317448549
1252,10167.100637435267
1253,10708.763638312692
1254,10875.422278286129
1255,10500.427319721779
1256,11000.419874550678
1257,11125.492689532393
1258,12125.477075933295
1259,12000.475140127372
1260,12292.199362513555
1261,12000.475140127372
1262,12000.475140127372
1263,11875.472481064542
1264,11792.143161077833
1265,12333.870531818977
1266,12250.54121183226
1267,12333.870531818977
1268,12292.199362513555
1269,12417.205637860854
1270,12333.870531818977
1271,12333.870531818977
1272,12375.537361583025
1273,12625.535447139715
1274,12917.190236863908
1275,12958.859959655538
1276,12583.864277834293
1277,12000.475140127372
1278,12000.475140127372
1279,12042.137630350044
1280,12000.475140127372
1281,12125.477075933295
1282,11958.803247565053
1283,11417.151818797962
1284,11417.151818797962
1285,11667.141225271898
1286,12000.475140127372
1287,11583.816244826558
1288,11625.478011792333
1289,11958.803247565053
1290,12083.79722754513
1291,11958.803247565053
1292,11958.803247565053
1293,11792.143161077833
1294,12042.137630350044
1295,12542.206127152996
1296,11875.472481064542
1297,11417.151818797962
1298,11542.150861576303
1299,11792.143161077833
1300,12375.537361583025
1301,12083.79722754513
1302,11625.478011792333
1303,11167.15590301196
1304,10750.42323550778
1305,10583.758809479184
1306,11167.15590301196
1307,11542.150861576303
1308,11375.481372749435
1309,11042.08381128714
1310,11333.818882526764
1311,10792.090788528723
1312,10417.100892762644
1313,10167.100637435267
1314,10417.100892762644
1315,10458.764829499107
1316,10500.427319721779
1317,10708.763638312692
1318,10375.436232769285
1319,10583.758809479184
1320,10542.099212284098
1321,11167.15590301196
1322,11417.151818797962
1323,12000.475140127372
1324,12000.475140127372
1325,11917.143650369966
1326,11792.143161077833
1327,11792.143161077833
1328,12083.79722754513
1329,11917.143650369966
1330,12083.79722754513
1331,12125.477075933295
1332,12208.799163351052
1333,12333.870531818977
1334,12583.864277834293
1335,12333.870531818977
1336,11583.816244826558
1337,11583.816244826558
1338,11833.807821071183
1339,11708.812394577322
1340,11583.816244826558
1341,11917.143650369966
1342,11667.141225271898
1343,10875.422278286129
1344,10583.758809479184
1345,11042.08381128714
1346,11625.478011792333
1347,11417.151818797962
1348,11333.818882526764
1349,11208.824179289792
1350,11750.476331313786
1351,12042.137630350044
1352,11708.812394577322
1353,11500.480415527783
1354,11417.151818797962
1355,10833.759064806562
1356,11167.15590301196
1357,11375.481372749435
