step,date,action,balance,shares_held,price,avg_buy_price,total_asset,reward,real_shares_bought,real_shares_sold
87,2024-12-20,0,177.2505871582035,4.0,254.21051025390625,240.0910186767578,1194.0926281738284,[1.31579],0.0,0.0
88,2024-12-23,2,1165.2621202392581,0.0,254.9896545410156,0.0,1165.2621202392581,[4.268877],0.0,4.0
89,2024-12-24,1,425.1269523620608,3.0,257.9164428710937,246.2192840576172,1198.8762809753418,[-1.1281637],3.0,0.0
90,2024-12-26,1,176.94389389038113,4.0,258.7355041503906,246.58638381958008,1211.8859104919436,[0.8474429],1.0,0.0
91,2024-12-27,0,176.94389389038113,4.0,255.30929565429688,246.58638381958008,1198.1810765075686,[0.46781567],0.0,0.0
92,2024-12-30,2,1177.9949085388187,0.0,251.9230194091797,0.0,1177.9949085388187,[4.620556],0.0,4.0
93,2024-12-31,1,416.87090158081105,3.0,250.1449737548828,253.20159912109366,1167.3058228454595,[-1.1303724],3.0,0.0
94,2025-01-02,2,1158.716954040528,0.0,243.5821990966797,0.0,1158.716954040528,[-1.2274729],0.0,3.0
95,2025-01-03,1,408.67289355468836,3.0,243.0927276611328,249.51565551757804,1137.951076538087,[-1.1292065],3.0,0.0
96,2025-01-06,2,1169.7791612548835,0.0,244.73092651367188,0.0,1169.7791612548835,[4.6511383],0.0,3.0
97,2025-01-07,1,403.28025970459066,3.0,241.94400024414065,254.9896545410156,1129.1122604370125,[-1.1309378],3.0,0.0
98,2025-01-08,2,1175.4820896606452,0.0,242.4334411621093,0.0,1175.4820896606452,[4.0678844],0.0,3.0
99,2025-01-10,1,397.72316418457103,3.0,236.58987426757807,258.7355041503906,1107.4927869873052,[-1.1321224],3.0,0.0
100,2025-01-13,0,397.72316418457103,3.0,234.1425628662109,258.7355041503906,1100.1508527832038,[-1.2458359],0.0,0.0
101,2025-01-14,2,1151.980684295655,0.0,233.02378845214844,0.0,1151.980684295655,[-1.2104445],0.0,3.0
102,2025-01-15,2,1151.980684295655,0.0,237.60874938964844,0.0,1151.980684295655,[-1.3],0.0,0.0
103,2025-01-16,1,419.7725938110359,3.0,228.00930786132807,243.5821990966797,1103.80051739502,[-1.1273293],3.0,0.0
104,2025-01-17,2,1147.5922204284675,0.0,229.7274169921875,0.0,1147.5922204284675,[-1.1815797],0.0,3.0
105,2025-01-21,1,411.9310553283699,3.0,222.39547729492188,244.73092651367188,1079.1174872131355,[-1.1276928],3.0,0.0
106,2025-01-22,0,411.9310553283699,3.0,223.58416748046875,244.73092651367188,1082.6835577697761,[-1.2400824],0.0,0.0
107,2025-01-23,2,1137.7767781677253,0.0,223.41436767578125,0.0,1137.7767781677253,[0.22877015],0.0,3.0
108,2025-01-24,1,426.58761611938564,3.0,222.5353240966797,236.58987426757804,1094.1935884094246,[-1.1251166],3.0,0.0
109,2025-01-27,0,426.58761611938564,3.0,229.6075439453125,236.58987426757804,1115.410247955323,[-1.2370259],0.0,0.0
110,2025-01-28,0,426.58761611938564,3.0,237.99832153320312,236.58987426757804,1140.582580718995,[-1.2250689],0.0,0.0
111,2025-01-29,2,1137.988211791993,0.0,239.0971221923828,0.0,1137.988211791993,[3.7377744],0.0,3.0
112,2025-01-30,1,452.59223236084097,3.0,237.3290557861328,228.00930786132804,1164.5793997192395,[-1.1224005],3.0,0.0
113,2025-01-31,2,1140.3961188354504,0.0,235.7408142089844,0.0,1140.3961188354504,[3.59033],0.0,3.0
114,2025-02-03,1,471.8753140869152,3.0,227.75958251953125,222.39547729492188,1155.154061645509,[-1.120623],3.0,0.0
115,2025-02-04,2,1141.2863115234386,0.0,232.54432678222656,0.0,1141.2863115234386,[3.203648],0.0,3.0
116,2025-02-05,1,469.70272229004013,3.0,232.2146911621093,223.41436767578125,1166.346795776368,[-1.1209456],3.0,0.0
117,2025-02-06,1,23.741932800294023,5.0,232.9638671875,223.06275024414063,1188.561268737794,[-1.0800595],2.0,0.0
118,2025-02-07,0,23.741932800294023,5.0,227.3800048828125,223.06275024414063,1160.6419572143566,[1.3983047],0.0,0.0
119,2025-02-10,1,23.741932800294023,5.0,227.6499938964844,223.06275024414063,1161.9919022827162,[1.2995462],0.0,0.0
120,2025-02-11,2,1216.8365725402844,0.0,232.6199951171875,0.0,1216.8365725402844,[4.3816853],0.0,5.0
121,2025-02-12,2,1216.8365725402844,0.0,236.8699951171875,0.0,1216.8365725402844,[-1.3],0.0,0.0
122,2025-02-13,2,1216.8365725402844,0.0,241.52999877929688,0.0,1216.8365725402844,[-1.3],0.0,0.0
123,2025-02-14,1,532.1912674865735,3.0,244.6000061035156,227.75958251953125,1265.9912857971203,[-1.1223214],3.0,0.0
124,2025-02-18,2,1228.4289818725597,0.0,244.47000122070312,0.0,1228.4289818725597,[4.980136],0.0,3.0
125,2025-02-19,1,530.3916202392592,3.0,244.8699951171875,232.2146911621093,1265.0016055908218,[-1.0237318],3.0,0.0
126,2025-02-20,2,1227.8854385986342,0.0,245.8300018310547,0.0,1227.8854385986342,[2.6374946],0.0,3.0
127,2025-02-21,1,544.3811439208998,3.0,245.5500030517578,227.3800048828125,1281.0311530761733,[-1.1222012],3.0,0.0
128,2025-02-24,2,1225.9652256469742,0.0,247.1000061035156,0.0,1225.9652256469742,[0.98498994],0.0,3.0
129,2025-02-25,1,526.7095203247086,3.0,247.0399932861328,232.6199951171875,1267.829500183107,[-1.0238601],3.0,0.0
130,2025-02-26,0,526.7095203247086,3.0,240.3600006103516,232.6199951171875,1247.7895221557633,[1.255147],0.0,0.0
131,2025-02-27,0,526.7095203247086,3.0,237.3000030517578,232.6199951171875,1238.609529479982,[1.2849188],0.0,0.0
132,2025-02-28,2,1259.0419385986343,0.0,241.83999633789065,0.0,1259.0419385986343,[4.759435],0.0,3.0
133,2025-03-03,1,524.1651149292006,3.0,238.02999877929688,244.47000122070312,1238.2551112670913,[-1.1276102],3.0,0.0
134,2025-03-04,0,524.1651149292006,3.0,235.92999267578125,244.47000122070312,1231.9550929565444,[0.5194255],0.0,0.0
135,2025-03-05,0,524.1651149292006,3.0,235.7400054931641,244.47000122070312,1231.3851314086928,[0.6802948],0.0,0.0
136,2025-03-06,0,524.1651149292006,3.0,235.3300018310547,244.47000122070312,1230.1551204223647,[-1.20252],0.0,0.0
137,2025-03-07,0,524.1651149292006,3.0,239.07000732421875,244.47000122070312,1241.3751369018569,[0.8341513],0.0,0.0
138,2025-03-10,2,1263.8028548278821,0.0,227.47999572753903,0.0,1263.8028548278821,[1.8400348],0.0,3.0
139,2025-03-11,1,541.2806929931652,3.0,220.83999633789065,240.3600006103516,1203.8006820068372,[-1.1263098],3.0,0.0
140,2025-03-12,0,541.2806929931652,3.0,216.97999572753903,240.3600006103516,1192.2206801757823,[-1.24254],0.0,0.0
141,2025-03-13,2,1265.3496420288097,0.0,209.67999267578125,0.0,1265.3496420288097,[3.7582147],0.0,3.0
142,2025-03-14,1,549.8314656982433,3.0,213.4900054931641,238.02999877929688,1190.3014821777356,[-1.0255724],3.0,0.0
143,2025-03-17,0,549.8314656982433,3.0,214.0,238.02999877929688,1191.8314656982434,[-1.2339001],0.0,0.0
144,2025-03-18,0,549.8314656982433,3.0,212.69000244140625,238.02999877929688,1187.9014730224621,[-1.2167099],0.0,0.0
145,2025-03-19,0,549.8314656982433,3.0,215.2400054931641,238.02999877929688,1195.5514821777356,[-1.21869],0.0,0.0
146,2025-03-20,2,1265.6070676269542,0.0,214.1000061035156,0.0,1265.6070676269542,[3.7572594],0.0,3.0
147,2025-03-21,1,581.8022004699719,3.0,218.2700042724609,227.47999572753903,1236.6122132873547,[-1.1222329],3.0,0.0
148,2025-03-24,0,581.8022004699719,3.0,220.72999572753903,227.47999572753903,1243.992187652589,[-1.27476],0.0,0.0
149,2025-03-25,2,1231.4403076782237,0.0,223.75,0.0,1231.4403076782237,[-1.2036479],0.0,3.0
150,2025-03-26,1,601.1422496948253,3.0,221.52999877929688,209.67999267578125,1265.732246032716,[-1.1165954],3.0,0.0
151,2025-03-27,2,1240.3313261413587,0.0,223.8500061035156,0.0,1240.3313261413587,[4.6374917],0.0,3.0
152,2025-03-28,1,597.0473261413587,3.0,217.8999938964844,214.0,1250.747307830812,[-1.1179639],3.0,0.0
153,2025-03-31,1,170.81656124878054,5.0,222.1300048828125,213.4760009765625,1281.466585662843,[-1.0818546],2.0,0.0
154,2025-04-01,2,1244.8641886596695,0.0,223.19000244140625,0.0,1244.8641886596695,[4.4082193],0.0,5.0
155,2025-04-02,1,601.2795703125016,3.0,223.88999938964844,214.1000061035156,1272.949568481447,[-1.1179956],3.0,0.0
156,2025-04-03,2,1254.7799631042494,0.0,203.19000244140625,0.0,1254.7799631042494,[4.740838],0.0,3.0
157,2025-04-04,1,591.2655959472671,3.0,188.3800048828125,220.72999572753903,1156.4056105957047,[-1.1200955],3.0,0.0
158,2025-04-07,2,1261.173095947267,0.0,181.4600067138672,0.0,1261.173095947267,[4.3326864],0.0,3.0
159,2025-04-08,1,595.2539196167006,3.0,172.4199981689453,221.52999877929688,1112.5139141235366,[-1.1203488],3.0,0.0
160,2025-04-09,2,1265.4608378906264,0.0,198.8500061035156,0.0,1265.4608378906264,[4.076893],0.0,3.0
161,2025-04-10,1,610.4534562377943,3.0,190.4199981689453,217.8999938964844,1181.7134507446303,[-1.1191993],3.0,0.0
162,2025-04-11,2,1275.510690856935,0.0,198.1499938964844,0.0,1275.510690856935,[4.6549773],0.0,3.0
163,2025-04-14,1,604.6015435180678,3.0,202.5200042724609,223.19000244140625,1212.1615563354505,[-1.0208745],3.0,0.0
164,2025-04-15,2,1274.9282016906752,0.0,202.13999938964844,0.0,1274.9282016906752,[2.504178],0.0,3.0
165,2025-04-16,1,664.139054351808,3.0,194.2700042724609,203.19000244140625,1246.9490671691906,[-1.114539],3.0,0.0
166,2025-04-17,2,1228.1487889709488,0.0,196.97999572753903,0.0,1228.1487889709488,[-1.5931348],0.0,3.0
167,2025-04-21,1,682.680008789064,3.0,193.1600036621093,181.4600067138672,1262.160019775392,[-1.1076505],3.0,0.0
168,2025-04-22,0,682.680008789064,3.0,199.7400054931641,181.4600067138672,1281.9000252685564,[-1.2963601],0.0,0.0
169,2025-04-23,2,1278.0369270629897,0.0,204.6000061035156,0.0,1278.0369270629897,[5.338507],0.0,3.0
170,2025-04-24,1,705.6344125671401,3.0,208.3699951171875,190.4199981689453,1330.7443979187026,[-1.1104915],3.0,0.0
171,2025-04-25,1,109.99553091430789,6.0,209.27999877929688,194.28499603271484,1365.6755235900891,[1.4163733],3.0,0.0
172,2025-04-28,1,109.99553091430789,6.0,210.13999938964844,194.28499603271484,1370.8355272521985,[1.2894974],0.0,0.0
