step,date,action,balance,shares_held,price,total_asset,reward
52,2023-09-18,2,1002.300801038742,0,16.109424591064453,1002.300801038742,[0.]
53,2023-09-19,2,1002.300801038742,0,15.77139663696289,1002.300801038742,[0.]
54,2023-09-20,2,1002.300801038742,0,15.858317375183104,1002.300801038742,[0.]
55,2023-09-21,2,1002.300801038742,0,15.481658935546877,1002.300801038742,[0.]
56,2023-09-22,2,1002.300801038742,0,15.24986743927002,1002.300801038742,[0.]
57,2023-09-25,2,1002.300801038742,0,15.018078804016112,1002.300801038742,[0.]
58,2023-09-26,2,1002.300801038742,0,14.689708709716797,1002.300801038742,[0.]
59,2023-09-27,2,1002.300801038742,0,14.139206886291504,1002.300801038742,[0.]
60,2023-09-28,2,1002.300801038742,0,14.06194305419922,1002.300801038742,[0.]
61,2023-09-29,2,1002.300801038742,0,14.052285194396973,1002.300801038742,[0.]
62,2023-10-02,2,1002.300801038742,0,13.743230819702148,1002.300801038742,[0.]
63,2023-10-03,2,1002.300801038742,0,13.704599380493164,1002.300801038742,[0.]
64,2023-10-04,2,1002.300801038742,0,13.714256286621094,1002.300801038742,[0.]
65,2023-10-05,2,1002.300801038742,0,13.878442764282228,1002.300801038742,[0.]
66,2023-10-06,2,1002.300801038742,0,14.081258773803713,1002.300801038742,[0.]
67,2023-10-09,2,1002.300801038742,0,14.342023849487305,1002.300801038742,[0.]
68,2023-10-10,2,1002.300801038742,0,14.448259353637695,1002.300801038742,[0.]
69,2023-10-11,2,1002.300801038742,0,14.699366569519045,1002.300801038742,[0.]
70,2023-10-12,2,1002.300801038742,0,14.622102737426758,1002.300801038742,[0.]
71,2023-10-13,2,1002.300801038742,0,15.201578140258787,1002.300801038742,[0.]
72,2023-10-16,2,1002.300801038742,0,15.269185066223145,1002.300801038742,[0.]
73,2023-10-17,2,1002.300801038742,0,15.858317375183104,1002.300801038742,[0.]
74,2023-10-18,2,1002.300801038742,0,15.974214553833008,1002.300801038742,[0.]
75,2023-10-19,2,1002.300801038742,0,16.041818618774414,1002.300801038742,[0.]
76,2023-10-20,2,1002.300801038742,0,16.312238693237305,1002.300801038742,[0.]
77,2023-10-23,2,1002.300801038742,0,15.983871459960938,1002.300801038742,[0.]
78,2023-10-24,1,958.1145051307677,3,15.993528366088867,1006.0950902290343,[-0.20449798]
79,2023-10-25,1,914.1604643020629,6,16.01284408569336,1010.2375288162231,[-0.20470613]
80,2023-10-26,2,1005.1875142059325,0,15.742423057556152,1005.1875142059325,[0.9908793]
81,2023-10-27,2,1005.1875142059325,0,15.77139663696289,1005.1875142059325,[0.]
82,2023-10-30,2,1005.1875142059325,0,15.55892276763916,1005.1875142059325,[0.]
83,2023-10-31,2,1005.1875142059325,0,15.433367729187012,1005.1875142059325,[0.]
84,2023-11-01,2,1005.1875142059325,0,15.481658935546877,1005.1875142059325,[0.]
