Date,Close,High,Low,Open,Volume,Ticker,retorno_simple,retorno_log,SMA_20,SMA_50,RSI_14,MACD,MACD_signal
1997-07-25,0.1114580035209655,0.1124999970197677,0.1109379976987838,0.1109379976987838,12408000,AMZN,-0.013829267852130567,-0.013925783032748145,0.10476564988493915,0.08864066019654271,56.14515127610024,0.007316477328669135,0.007758203470118215
1997-07-28,0.1161459982395172,0.1197919994592666,0.1109379976987838,0.1114580035209655,51480000,AMZN,0.04206063782283587,0.0412001353259305,0.10684899985790249,0.08900524020195004,50.62913653164686,0.007303746824513985,0.00766731214099737
1997-07-29,0.1239579990506172,0.125,0.1166670024394989,0.1182290017604827,96288000,AMZN,0.06726018054440441,0.06509478565415261,0.10919274985790248,0.08975524023175235,54.360251943466345,0.00783371875263389,0.007700593463324674
1997-07-30,0.1223959997296333,0.1252599954605102,0.1213539987802505,0.125,50352000,AMZN,-0.012601036907235574,-0.012681103296912744,0.11152349971234794,0.09049482017755504,46.38160925598182,0.008035061841622185,0.007767487138984177
1997-07-31,0.1197919994592666,0.1218750029802322,0.1166670024394989,0.1218750029802322,29088000,AMZN,-0.021275207328007584,-0.021504786622325373,0.11354174986481662,0.09125524014234539,53.81740326158269,0.007893515102405699,0.007792692731668481
1997-08-01,0.1208330020308494,0.1208330020308494,0.1124999970197677,0.1171879991889,71760000,AMZN,0.008690084281770316,0.008652542834807384,0.11480474993586536,0.0922448201477527,61.44070837744242,0.00777570501212127,0.007789295187759039
1997-08-04,0.1156250014901161,0.1205729991197586,0.1151039972901344,0.1187499985098838,53424000,AMZN,-0.0431008123046025,-0.044057235089121016,0.11558599993586535,0.09316148012876506,43.93909770796352,0.007179338601815757,0.0076673038705703835
1997-08-05,0.1104170009493827,0.1166670024394989,0.1072919964790344,0.1166670024394989,60648000,AMZN,-0.045042166258294936,-0.04608809262623288,0.11535165011882778,0.09386982008814806,43.939097707963434,0.006214831102152471,0.007376809316886801
1997-08-06,0.1124999970197677,0.1156250014901161,0.109375,0.1104170009493827,24864000,AMZN,0.01886481295882958,0.01868907905967383,0.11516935005784032,0.09453648000955577,51.630003610688775,0.0055545034758127665,0.007012348148671995
1997-08-07,0.1088540032505989,0.1130210012197494,0.1062500029802322,0.1124999970197677,40680000,AMZN,-0.032408834362263716,-0.032945630468044135,0.11420580036938188,0.09518230006098742,51.07463920392971,0.0046830050807033785,0.0065464795350782725
1997-08-08,0.1145830005407333,0.1151039972901344,0.1052080020308494,0.1083329990506172,44232000,AMZN,0.05263010196276707,0.051291891251194856,0.11420580036938185,0.09596876010298723,55.171962286196724,0.004403853642372529,0.006117954356537125
1997-08-11,0.116406001150608,0.1166670024394989,0.1124999970197677,0.1145830005407333,24792000,AMZN,0.015909869712537716,0.015784634308387818,0.1146875504404306,0.09679688006639477,59.20406975684854,0.004280383434298485,0.005750440172089397
1997-08-12,0.109895996749401,0.1151039972901344,0.109895996749401,0.1140630021691322,11424000,AMZN,-0.05592498957836589,-0.05754965580102121,0.11408860012888904,0.09748438000679012,45.408408374653646,0.0036155516274855165,0.005323462463168621
1997-08-13,0.109895996749401,0.1114580035209655,0.1083329990506172,0.1114580035209655,11808000,AMZN,0.0,0.0,0.11375004984438415,0.09820313990116115,46.84196173017585,0.003053469139213408,0.0048694637983775785
1997-08-14,0.1078130006790161,0.1124999970197677,0.1059900000691413,0.1088540032505989,20832000,AMZN,-0.018954248853439215,-0.01913618324986263,0.11359379999339576,0.09894273996353146,46.35477749586399,0.002412128823536891,0.004377996803409441
1997-08-15,0.1057289987802505,0.1078130006790161,0.0968749970197677,0.1067709997296333,31944000,AMZN,-0.01932978291709142,-0.019519046084565873,0.11348959989845749,0.09951565995812413,39.00997959433919,0.0017159204039624704,0.003845581523520047
1997-08-18,0.1020829975605011,0.1026040017604827,0.0984380021691322,0.1026040017604827,35688000,AMZN,-0.03448440126939367,-0.0350930211274465,0.11313799992203707,0.0999010598659515,24.697522108976315,0.0008600542183447996,0.003248476062484998
1997-08-19,0.1083329990506172,0.1104170009493827,0.1026040017604827,0.1046880036592483,20064000,AMZN,0.06122470577347561,0.05942362398809359,0.11321609988808627,0.10038021981716153,35.32505307849023,0.0006782782177892771,0.002734436493545854
1997-08-20,0.1083329990506172,0.109375,0.1036460027098655,0.109375,19992000,AMZN,0.0,0.0,0.11290359981358047,0.1009635397791862,37.35516618408601,0.0005281314570373535,0.002293175486244154
1997-08-21,0.1057289987802505,0.108594000339508,0.1036460027098655,0.1067709997296333,12480000,AMZN,-0.02403699974326401,-0.02433060286064699,0.11253899969160552,0.10153645977377888,33.888717488743595,0.0001967499966236963,0.0018738903883200625
1997-08-22,0.1062500029802322,0.1062500029802322,0.1046880036592483,0.1052080020308494,14256000,AMZN,0.004927732277731689,0.0049156307441603495,0.11227859966456885,0.10205729976296421,38.888758394862215,-2.355992930440365e-05,0.0014944003247951694
1997-08-25,0.1109379976987838,0.1130210012197494,0.1052080020308494,0.1052080020308494,22536000,AMZN,0.04412230199582967,0.04317663010479777,0.11201819963753219,0.10269271969795224,50.62519121765798,0.00017807215675383348,0.0012311346911869022
1997-08-26,0.1171879991889,0.1177079975605011,0.1114580035209655,0.1119790002703666,51480000,AMZN,0.056337788852887316,0.05480800994236935,0.11167969964444632,0.1034635597467422,55.114110084390894,0.0008325923184696327,0.0011514262166434485
1997-08-27,0.1158849969506263,0.1161459982395172,0.1124999970197677,0.1153649985790252,27840000,AMZN,-0.011118905069565477,-0.011181182160205926,0.11135414950549598,0.10427605971693989,58.08327325952699,0.0012319615849263332,0.0011675332903000255
1997-08-28,0.1187499985098838,0.1197919994592666,0.1140630021691322,0.1151039972901344,22944000,AMZN,0.024722799625892522,0.024422136625672268,0.11130204945802684,0.10514063969254489,55.1283591286415,0.0017593654185306118,0.0012858997159461427
1997-08-29,0.1169269979000091,0.1187499985098838,0.1161459982395172,0.1182290017604827,14448000,AMZN,-0.015351584275792307,-0.015470639878762214,0.11110674925148482,0.1059687596559524,50.64119504150572,0.0020070992518370495,0.0014301396231243243
1997-09-02,0.1177079975605011,0.1187499985098838,0.1166670024394989,0.1171879991889,14640000,AMZN,0.006679378368714017,0.00665717015753222,0.11121089905500407,0.10679687961935992,61.19261791004192,0.0022406217522521477,0.001592236048949889
1997-09-03,0.1166670024394989,0.1208330020308494,0.1156250014901161,0.1171879991889,39288000,AMZN,-0.00884387758331484,-0.008883216781117732,0.11152339912950988,0.10763021960854526,59.42013632412473,0.002315004479366334,0.001736789735033178
1997-09-04,0.127603992819786,0.127603992819786,0.1171879991889,0.1182290017604827,66960000,AMZN,0.09374536202692596,0.08960791824817163,0.1122785989195108,0.1086718794703483,72.09161522245279,0.003219366196423254,0.0020333050273111932
1997-09-05,0.125,0.1333329975605011,0.1229169964790344,0.1291670054197311,38160000,AMZN,-0.02040682867552257,-0.02061792480992636,0.11308589875698086,0.10966145947575563,71.26432510343153,0.0036834978444316574,0.002363343590735286
1997-09-08,0.1500000059604644,0.1510419994592666,0.125,0.1265629976987838,112968000,AMZN,0.20000004768371515,0.18232159653038313,0.11485674902796739,0.11115103960037226,85.93758172315891,0.005999459037359253,0.0030905666800600798
