Date,Close,High,Low,Open,Volume,Ticker,retorno_simple,retorno_log,SMA_20,SMA_50,RSI_14,MACD,MACD_signal
2017-12-28,737.0230102539062,763.3189697265625,701.18701171875,762.2080078125,2389149952,ETH-USD,-0.03384576413482587,-0.03443179305792983,698.5276000976562,519.4602416992187,54.15454604081982,71.13057601688399,79.55522581742704
2017-12-29,753.5919799804688,770.1170043945312,729.6079711914062,740.3889770507812,2648969984,ETH-USD,0.022480939531120514,0.022231967715714403,712.5320983886719,528.1144012451172,56.89883455061889,67.68352863480538,77.18088638090272
2017-12-30,717.2570190429688,753.8150024414062,685.2310180664062,753.8150024414062,3187780096,ETH-USD,-0.04821569483587351,-0.04941684006742787,726.3088989257812,536.4744818115234,52.001898038813195,61.31301282038703,74.00731166879959
2017-12-31,756.7329711914062,760.3480224609375,710.1190185546875,712.2119750976562,2554269952,ETH-USD,0.05503738701798966,0.053576204231864905,738.3887481689453,545.3155212402344,53.39464221436171,58.77222296257992,70.96029392755565
2018-01-01,772.6409912109375,782.530029296875,742.0040283203125,755.7570190429688,2595760128,ETH-USD,0.021021972908733533,0.02080405991935298,744.4492462158203,554.6101812744141,47.72049800347406,57.38082255745064,68.24439965353466
2018-01-02,884.4439697265625,914.8300170898438,772.3460083007812,772.3460083007812,5783349760,ETH-USD,0.14470236473009224,0.13514465974787557,753.5330932617187,565.964740600586,55.12391460471595,64.55553764804085,67.5066272524359
2018-01-03,962.719970703125,974.4710083007812,868.4509887695312,886.0,5093159936,ETH-USD,0.08850306368278194,0.08480341627994366,766.8782928466796,578.4665197753907,61.34883188434285,75.68531692628551,69.14236518720583
2018-01-04,980.9219970703124,1045.0799560546875,946.0859985351562,961.7130126953124,6502859776,ETH-USD,0.0189068752296615,0.01873036167350314,781.7019927978515,591.4178198242188,62.31505529415769,84.99473223139478,72.31283859604362
2018-01-05,997.719970703125,1075.3900146484375,956.3250122070312,975.75,6683149824,ETH-USD,0.017124678295504125,0.016979703746571467,796.7775421142578,604.7537390136719,81.06610042517444,92.65984203680284,76.38223928419546
2018-01-06,1041.6800537109375,1060.7099609375,994.6220092773438,995.1539916992188,4662219776,ETH-USD,0.04406054233517298,0.043117478521551726,812.8627960205079,618.9394598388672,81.04541970249964,101.1161045797054,81.32901234329745
2018-01-07,1153.1700439453125,1153.1700439453125,1043.010009765625,1043.010009765625,5569880064,ETH-USD,0.10702901513492269,0.10167986398366087,830.7890472412109,635.050620727539,87.91578023114427,115.4828496154372,88.1597797977254
2018-01-08,1148.530029296875,1266.9300537109375,1016.0499877929688,1158.260009765625,8450970112,ETH-USD,-0.004023703765806075,-0.004031820642391285,846.874398803711,650.9335015869141,85.54857621820405,125.05265894936372,95.53835562805307
2018-01-09,1299.739990234375,1320.97998046875,1145.489990234375,1146.0,7965459968,ETH-USD,0.13165520890217386,0.12368134760985788,870.9070983886719,669.593701171875,88.58543566010862,143.18760435472666,105.0682053733878
2018-01-10,1255.8199462890625,1417.3800048828125,1226.5999755859375,1300.3399658203125,9214950400,ETH-USD,-0.033791407724088396,-0.034375534046981966,892.6449462890625,687.502080078125,84.5026500605263,152.26053409429107,114.50667111756846
2018-01-11,1154.9300537109375,1337.300048828125,1135.1700439453125,1268.0899658203125,7235899904,ETH-USD,-0.08033786441778834,-0.083748920321997,916.6484497070312,702.9876409912109,76.46733935899535,149.5855954897769,121.52245599201015
2018-01-12,1273.199951171875,1296.0400390625,1120.0899658203125,1158.2900390625,5222300160,ETH-USD,0.10240438118388306,0.09749359549276614,944.3390960693359,720.2483203125,79.15287913744875,155.2198024148645,128.26192527658102
2018-01-13,1396.4200439453125,1432.8800048828125,1270.469970703125,1270.469970703125,5746760192,ETH-USD,0.09677984409284934,0.0923784720847535,979.4526977539062,738.6785009765625,84.71980206910844,167.69470353280155,136.14848092782512
2018-01-14,1366.77001953125,1400.56005859375,1286.2099609375,1397.47998046875,4841630208,ETH-USD,-0.021232883717632767,-0.021461543929788246,1009.4994995117188,756.6883813476562,81.50246523565434,173.19219159464683,143.55722306118946
2018-01-15,1291.9200439453125,1390.5899658203125,1290.5999755859375,1365.2099609375,4781100032,ETH-USD,-0.05476413333357155,-0.056320788275874584,1035.4037017822266,773.1001824951172,75.27695150719282,169.5547019485573,148.75671883866303
2018-01-16,1053.68994140625,1292.6300048828125,875.5449829101562,1292.6300048828125,8405139968,ETH-USD,-0.1844000359430501,-0.2038312843512961,1049.9460998535155,784.5668811035156,57.335518369125516,145.7684588386926,148.15906683866893
2018-01-17,1014.25,1090.22998046875,780.9219970703125,1061.3399658203125,8545160192,ETH-USD,-0.037430310242511755,-0.038148810498464185,1063.8074493408203,795.3938409423828,52.31124036321603,122.32512821207547,142.99227911335024
2018-01-18,1036.280029296875,1100.31005859375,967.7589721679688,1016.4400024414062,5938319872,ETH-USD,0.02172051200086278,0.021487982757907597,1077.9418518066407,807.5689813232422,52.47443814109263,104.32120908143315,135.25806510696682
2018-01-19,1039.0999755859375,1093.219970703125,1003.7100219726562,1028.8199462890625,4084450048,ETH-USD,0.002721220335564878,0.002717524518743902,1094.033999633789,819.4087005615235,51.873042542490936,89.25168172770486,126.05678843111443
2018-01-20,1155.1500244140625,1167.1099853515625,1044.949951171875,1044.949951171875,3975190016,ETH-USD,0.11168323698851568,0.1058752964251322,1113.954852294922,833.1809008789063,54.821492741198604,85.6855125482216,117.98253325453587
2018-01-21,1049.5799560546875,1155.6800537109375,1021.5,1155.6800537109375,3378089984,ETH-USD,-0.09139078572320014,-0.09584018452753812,1127.8018005371093,844.9035198974609,45.576060419271506,73.49348836413833,109.08472427645636
2018-01-22,1003.260009765625,1089.0999755859375,930.7410278320312,1055.3499755859375,3810099968,ETH-USD,-0.04413188916371513,-0.04513533482427692,1133.7426025390625,855.65166015625,44.00933536329125,59.40876158301785,99.14953173776865
2018-01-23,986.22900390625,1023.22998046875,920.5399780273438,1004.1699829101562,3556699904,ETH-USD,-0.01697566502561354,-0.01712140331800685,1134.9180541992187,865.9721600341796,35.46259860347591,46.33809755110133,88.5872449004352
2018-01-24,1058.780029296875,1062.43994140625,965.8079833984376,987.4769897460938,3944039936,ETH-USD,0.07356407599377568,0.07098402541777941,1138.8109558105468,877.8821405029297,41.09964760327772,41.35702550539213,79.14120102142658
2018-01-25,1056.030029296875,1104.6600341796875,1034.739990234375,1063.219970703125,4050190080,ETH-USD,-0.002597328929434206,-0.002600707840248035,1141.7264587402344,890.4309808349609,45.09804823193965,36.763797828493125,70.6657203828399
2018-01-26,1055.1700439453125,1080.5999755859375,996.7839965820312,1052.699951171875,3617690112,ETH-USD,-0.0008143569100351744,-0.0008146886787546303,1142.4009582519532,902.8462219238281,37.76998491260279,32.67755169657016,63.06808664558595
2018-01-27,1107.0699462890625,1121.97998046875,1042.1199951171875,1055.75,3002870016,ETH-USD,0.04918629242893857,0.048014904141533296,1140.0959533691407,915.8670007324218,32.35782017682402,33.24384620528781,57.103238557526325
2018-01-28,1246.010009765625,1257.77001953125,1111.780029296875,1111.780029296875,5372329984,ETH-USD,0.1255025158458094,0.11822961667606485,1144.969952392578,931.3171606445312,43.50292979140095,44.392214816170736,54.561033809255214
2018-01-29,1182.3599853515625,1256.699951171875,1169.0799560546875,1246.699951171875,3715079936,ETH-USD,-0.051083076311750575,-0.05243402510166151,1139.1009521484375,946.1299401855468,44.033600038290636,47.54330263706629,53.15748757481744
2018-01-30,1071.1300048828125,1184.6300048828125,1058.969970703125,1184.1300048828125,4107859968,ETH-USD,-0.09407454738556376,-0.09879825820701822,1129.866455078125,957.2498205566407,51.10220821211427,40.59725274268749,50.64544060839145
2018-01-31,1118.31005859375,1128.6600341796875,1034.5,1071.0899658203125,3757560064,ETH-USD,0.04404699102430554,0.04310449900718177,1128.0354553222655,966.5874011230469,56.5128547246656,38.456195113004696,48.207591509314106
2018-02-01,1036.7900390625,1161.3499755859375,984.8189697265624,1119.3699951171875,5261680128,ETH-USD,-0.07289572234891606,-0.07568923036724218,1116.2149597167968,973.267861328125,50.029707966001226,29.837459570298734,44.53356512151104
2018-02-02,915.7849731445312,1035.77001953125,757.97998046875,1035.77001953125,6713290240,ETH-USD,-0.11671125431276863,-0.1241031265244571,1092.1832061767577,977.6672412109375,43.68623754391665,13.092035187881493,38.24525913478513
2018-02-03,964.0189819335938,991.9429931640624,847.6900024414062,919.2109985351562,3243480064,ETH-USD,0.052669578780531134,0.051329393577471516,1072.045654296875,983.2586608886719,39.48374669172799,3.6709309148830016,31.330393490804706
2018-02-04,834.6820068359375,969.031982421875,805.0640258789062,964.6669921875,2997090048,ETH-USD,-0.13416434481221196,-0.14406016303912625,1049.1837524414063,986.0281213378906,38.47742131081831,-14.069589602121255,22.250396872219515
2018-02-05,697.9509887695312,856.64599609375,644.5989990234375,834.9580078125,4269530112,ETH-USD,-0.16381210682223524,-0.17890193854553665,1031.3968048095703,985.5876416015625,35.076580713263226,-38.71583829051747,10.057149839672118
2018-02-06,793.1220092773438,796.4390258789062,574.4190063476562,707.7369995117188,6518269952,ETH-USD,0.13635774150215973,0.12782818401833046,1020.3404052734375,985.5571813964843,41.23085277276246,-49.99238091709333,-1.9527563116809734
2018-02-07,757.0679931640625,851.2000122070312,723.4329833984375,790.427978515625,3896179968,ETH-USD,-0.04545834775929625,-0.046523999009708265,1006.3798034667968,984.1620812988281,35.8292895005133,-61.13366909319552,-13.788938867983884
2018-02-08,817.8070068359375,845.0859985351562,755.843017578125,755.843017578125,3708189952,ETH-USD,0.08022927163784144,0.07717330715965874,995.3151550292969,984.1365014648437,39.38921299934678,-64.32064114232037,-23.89527932285118
2018-02-09,883.864990234375,884.0040283203125,788.833984375,818.47998046875,2495820032,ETH-USD,0.08077453830337444,0.07767794919184422,981.7509033203125,985.3925415039063,42.78866861917643,-60.81497508472444,-31.279218475225832
2018-02-10,860.4149780273438,917.4000244140624,825.5770263671875,882.4669799804688,2930530048,ETH-USD,-0.02653121513593726,-0.02688951953855484,972.2926544189453,989.1036413574219,39.36189395796843,-59.24597871896685,-36.87257052397404
2018-02-11,814.6599731445312,859.2880249023438,788.2219848632812,859.2880249023438,2486650112,ETH-USD,-0.0531778340118092,-0.05464399013748608,962.8626525878906,991.0091003417969,29.769989090991317,-60.99151211286869,-41.696358841752975
2018-02-12,868.7069702148438,875.93701171875,817.5079956054688,817.5079956054688,2243450112,ETH-USD,0.06634301285442423,0.0642350496457784,956.9865509033203,994.5002795410156,35.15619028879405,-57.35259392740659,-44.8276058588837
2018-02-13,845.2579956054688,870.708984375,828.8369750976562,869.2930297851562,2081170048,ETH-USD,-0.026992962429639222,-0.02736396396477533,946.31044921875,996.088759765625,38.34185112787403,-55.71857231017225,-47.00579914914142
2018-02-14,923.5609741210938,926.4290161132812,844.2789916992188,844.2789916992188,2818370048,ETH-USD,0.0926379625188114,0.08859492149652262,939.6869964599609,999.0832592773437,40.261115020987276,-47.55699500983724,-47.116038321280584
2018-02-15,936.9760131835938,951.947998046875,911.1110229492188,923.72802734375,2900100096,ETH-USD,0.01452534206013456,0.014420859824017617,933.777294921875,1002.5659399414062,44.64372264179951,-39.55049121672744,-45.60292890036995
2018-02-16,944.2100219726562,950.0050048828124,917.8480224609376,934.7860107421876,2369449984,ETH-USD,0.007720591228886686,0.007690939983400131,925.6342987060547,1006.7096801757813,51.737521168899306,-32.24979960970222,-42.93230304223641
2018-02-17,974.114990234375,976.594970703125,940.7540283203124,944.7479858398438,2525720064,ETH-USD,0.03167194539964835,0.031180734159380465,912.0395477294921,1011.1201403808594,50.63127827314767,-23.776783935346543,-39.10119922085844
2018-02-18,923.9210205078124,982.9329833984376,915.4450073242188,973.3489990234376,2567290112,ETH-USD,-0.05152776646470225,-0.05290276411537499,899.1175994873047,1015.2534204101562,56.19281011700878,-20.87149819789522,-35.4552590162658
2018-02-19,943.864990234375,957.7769775390624,921.5540161132812,921.6680297851562,2169019904,ETH-USD,0.02158622791762088,0.02135654475027828,892.7543487548828,1018.9960607910157,70.36662971505811,-16.766453403210107,-31.717497893654663
2018-02-20,895.3709716796875,965.2650146484376,892.9539794921875,943.5670166015624,2545260032,ETH-USD,-0.051378130406813494,-0.05274501120480265,881.6073944091797,1021.4506604003906,59.17786758404783,-17.22764823905061,-28.819527962733854
2018-02-21,849.9710083007812,912.375,830.56298828125,894.135009765625,2531729920,ETH-USD,-0.05070519909053717,-0.052035884871772124,872.2664428710938,1020.761201171875,58.201373904690485,-21.014306249048673,-27.25848361999682
2018-02-22,812.844970703125,875.926025390625,802.6680297851562,849.2620239257812,2150370048,ETH-USD,-0.043679181095690245,-0.0446618375987236,867.1194427490234,1017.763701171875,49.54290028526423,-26.703203059554767,-27.14742750790841
2018-02-23,864.1890258789062,886.3179931640625,794.791015625,811.5850219726562,2334820096,ETH-USD,0.06316586437308924,0.06125112140513199,862.1279449462891,1015.4290417480469,48.136957500432,-26.76018387359761,-27.069978781046252
2018-02-24,840.5150146484375,879.531005859375,818.5499877929688,861.593017578125,1926579968,ETH-USD,-0.02739448259759092,-0.02777670819036704,862.4195953369141,1012.2849426269531,48.116546828253554,-28.388392713542203,-27.333661567545445
2018-02-25,844.8099975585938,853.14599609375,822.3809814453125,839.458984375,1646960000,ETH-USD,0.0051099419228730625,0.0050969304759804854,869.7625457763672,1008.3475415039062,53.096604315579846,-28.997920743873237,-27.666513402811006
2018-02-26,869.3150024414062,880.3920288085938,842.3189697265625,845.2780151367188,2044480000,ETH-USD,0.029006528040185664,0.028593800894165813,873.5721954345703,1002.6704406738281,50.06648329148486,-27.19019535540258,-27.571249793329322
2018-02-27,878.2650146484375,896.2589721679688,867.0969848632812,870.364990234375,2053980032,ETH-USD,0.010295476532552472,0.0102428390907912,879.632046508789,997.2651403808594,53.72722276494622,-24.75006542649112,-27.00701291996168
2018-02-28,855.198974609375,890.1079711914062,855.1240234375,877.9340209960938,1963980032,ETH-USD,-0.02626318896272517,-0.02661422639491456,881.5016448974609,988.3743200683593,41.180145695249514,-24.396256677024326,-26.48486167137421
2018-03-01,872.2000122070312,880.302001953125,851.9199829101562,856.0120239257812,1868519936,ETH-USD,0.019879628136155958,0.019684608701039625,880.9183959960938,980.7019213867187,41.719421101482645,-22.48482794327549,-25.68485492575447
2018-03-02,856.85302734375,876.3779907226562,852.4219970703125,871.7639770507812,1894419968,ETH-USD,-0.017595717322276716,-0.01775236219554125,880.7402984619141,974.740380859375,39.05972744273976,-21.955293363839132,-24.938942613371403
2018-03-03,857.2249755859375,868.4539794921875,855.2069702148438,856.7109985351562,1699369984,ETH-USD,0.0004340863955869523,0.00043399220734377297,882.8685485839844,966.4208813476563,34.191748817389495,-21.260541986113708,-24.203262487919865
2018-03-04,866.677978515625,867.9500122070312,840.280029296875,856.1859741210938,1697939968,ETH-USD,0.01102744693506641,0.010967087973551266,882.7670989990235,955.8260400390625,41.29968448171773,-19.719850023577692,-23.306579995051433
2018-03-05,853.6840209960938,869.9199829101562,853.52001953125,866.8460083007812,1898489984,ETH-USD,-0.014992832218705066,-0.01510636090120013,883.1884002685547,945.5643200683594,35.99765958749376,-19.324582561341458,-22.51018050830944
2018-03-06,816.9509887695312,853.8170166015625,809.9310302734375,853.8170166015625,1943069952,ETH-USD,-0.04302883891829412,-0.04398202269410346,877.8579010009765,936.0649389648438,37.362217976075,-21.72494729063908,-22.35313386477537
2018-03-07,752.8309936523438,825.6069946289062,726.5469970703125,816.27099609375,2175419904,ETH-USD,-0.07848695454027577,-0.08173834520662224,868.6506500244141,930.0477600097656,35.23618694584982,-28.472982546124967,-23.57710360104529
2018-03-08,704.5960083007812,773.7670288085938,696.1690063476562,752.5700073242188,1891640064,ETH-USD,-0.06407146591767099,-0.06621615789568791,856.6699493408203,923.8546801757813,34.08520322705289,-37.28323142053489,-26.31832916494321
