Ticker,Fecha inicial,Fecha final,Retorno total (%),Retorno medio diario (%),Volatilidad diaria (%),Precio máximo,Precio mínimo,Drawdown máximo (%),Volumen promedio,Volumen máximo,RSI promedio,RSI máximo,RSI mínimo
ETH-USD,2017-11-10,2025-08-27,1404.8782154294108,0.19798992587647712,4.557537386306404,4831.3486328125,84.30829620361328,-93.96254038538314,14084590615.879972,92453553253,52.028288787747734,98.80232575622516,7.996941899982474
