Ticker,Fecha inicial,Fecha final,Retorno total (%),Retorno medio diario (%),Volatilidad diaria (%),Precio máximo,Precio mínimo,Drawdown máximo (%),Volumen promedio,Volumen máximo,RSI promedio,RSI máximo,RSI mínimo
MSFT,1986-03-14,2025-08-27,819346.9465872345,0.11309976021159572,2.0969729640299666,535.6400146484375,0.0554424971342086,-69.3862200747168,55723616.626999296,788688000,54.22225647593939,99.1119340970408,1.5386230058774115
