Ticker,Fecha inicial,Fecha final,Retorno total (%),Retorno medio diario (%),Volatilidad diaria (%),Precio máximo,Precio mínimo,Drawdown máximo (%),Volumen promedio,Volumen máximo,RSI promedio,RSI máximo,RSI mínimo
AMZN,1997-05-16,2025-08-27,264907.28860491497,0.16969517484882166,3.506166591713806,242.0599975585937,0.0697920024394989,-94.40421779932859,134318064.11159644,2086584000,53.79602884705133,97.3656376730544,7.383314894047828
