Ticker,Fecha inicial,Fecha final,Retorno total (%),Retorno medio diario (%),Volatilidad diaria (%),Precio máximo,Precio mínimo,Drawdown máximo (%),Volumen promedio,Volumen máximo,RSI promedio,RSI máximo,RSI mínimo
NVDA,1999-01-25,2025-05-06,273147.6148339012,0.19284805077247877,3.7913011807598,149.41624450683594,0.0312834903597831,-89.72243054849301,596221293.2858442,9230856000,53.63376660155705,99.42901972537412,2.97877448579186
