Ticker,Fecha inicial,Fecha final,Retorno total (%),Retorno medio diario (%),Volatilidad diaria (%),Precio máximo,Precio mínimo,Drawdown máximo (%),Volumen promedio,Volumen máximo,RSI promedio,RSI máximo,RSI mínimo
TSLA,2010-06-30,2025-05-06,17232.140720455656,0.20441056622290701,3.657246161569152,479.8599853515625,1.053333044052124,-73.63221744219119,96876214.66541755,914082000.0,53.081292012090685,97.52993259669202,5.139218217411539
