Ticker,Fecha inicial,Fecha final,Retorno total (%),Retorno medio diario (%),Volatilidad diaria (%),Precio máximo,Precio mínimo,Drawdown máximo (%),Volumen promedio,Volumen máximo,RSI promedio,RSI máximo,RSI mínimo
AMZN,1997-05-16,2025-05-06,213888.29457896098,0.1683392001482915,3.5201545146940703,242.0599975585937,0.0697920024394989,-94.40421779932859,135345571.80510044,2086584000,53.7164571339306,97.3656376730544,7.383314894047828
